,og_index,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA
181,3463,4265,Martha's Vineyard Airport,3589,Westchester County Airport,13013,370579,MVY,HPN
182,3464,6825,Williamson County Regional Airport,3678,St Louis Lambert International Airport,13464,338118,MWA,STL
183,3466,3724,Ogdensburg International Airport,3864,Albany International Airport,9516,63139,OGS,ALB
184,3467,7071,L M Clayton Airport,4021,Billings Logan International Airport,9155,147957,OLF,BIL
185,3468,5758,Owensboro Daviess County Airport,3678,St Louis Lambert International Airport,7249,99849,OWB,STL
186,3469,6456,Provincetown Municipal Airport,3448,General Edward Lawrence Logan International Airport,17169,382174,PVC,BOS
187,3470,4026,Knox County Regional Airport,3448,General Edward Lawrence Logan International Airport,7473,212755,RKD,BOS
188,3471,5767,Rutland - Southern Vermont Regional Airport,3448,General Edward Lawrence Logan International Airport,13721,352349,RUT,BOS
189,3472,7065,Sidney - Richland Regional Airport,4021,Billings Logan International Airport,15269,468822,SDY,BIL
190,3482,5770,Adirondack Regional Airport,3448,General Edward Lawrence Logan International Airport,12609,354083,SLK,BOS
191,3483,3678,St Louis Lambert International Airport,5728,Cape Girardeau Regional Airport,5,5,STL,CGI
192,3484,3678,St Louis Lambert International Airport,5744,Kirksville Regional Airport,7783,190415,STL,IRK
193,3485,3678,St Louis Lambert International Airport,6825,Williamson County Regional Airport,11865,296666,STL,MWA
194,3486,3678,St Louis Lambert International Airport,5758,Owensboro Daviess County Airport,10871,254596,STL,OWB
195,3487,3678,St Louis Lambert International Airport,3665,Waynesville-St. Robert Regional Forney field,14296,437620,STL,TBN
196,3488,3678,St Louis Lambert International Airport,5774,Quincy Regional Baldwin Field,18594,440663,STL,UIN
197,3495,3665,Waynesville-St. Robert Regional Forney field,3678,St Louis Lambert International Airport,7073,209780,TBN,STL
198,3496,5774,Quincy Regional Baldwin Field,3678,St Louis Lambert International Airport,10660,302903,UIN,STL
199,3693,3576,Miami International Airport,2821,General José Antonio Anzoategui International Airport,7705,213767,MIA,BLA
200,3876,3494,Newark Liberty International Airport,302,Brussels Airport,12746,345894,EWR,BRU
201,4168,3752,Philadelphia International Airport,3941,Eleftherios Venizelos International Airport,8258,227584,PHL,ATH
202,4399,4355,Lehigh Valley International Airport,3876,Charlotte Douglas International Airport,7507,209519,ABE,CLT
203,4400,4355,Lehigh Valley International Airport,3752,Philadelphia International Airport,8025,226417,ABE,PHL
204,4401,3718,Abilene Regional Airport,3670,Dallas Fort Worth International Airport,7395,209315,ABI,DFW
205,4405,4019,Albuquerque International Sunport,3462,Phoenix Sky Harbor International Airport,30420,905045,ABQ,PHX
206,4408,3700,Waco Regional Airport,3670,Dallas Fort Worth International Airport,4246,115676,ACT,DFW
207,4411,3852,Alexandria International Airport,3670,Dallas Fort Worth International Airport,8910,274161,AEX,DFW
208,4413,3658,Augusta Regional At Bush Field,3876,Charlotte Douglas International Airport,33328,1013388,AGS,CLT
209,4414,3658,Augusta Regional At Bush Field,3520,Ronald Reagan Washington National Airport,42587,1300206,AGS,DCA
210,4419,3864,Albany International Airport,3876,Charlotte Douglas International Airport,69193,2155763,ALB,CLT
211,4420,3864,Albany International Airport,3520,Ronald Reagan Washington National Airport,23131,679901,ALB,DCA
212,4421,3864,Albany International Airport,3752,Philadelphia International Airport,6260,180180,ALB,PHL
213,4422,5718,Waterloo Regional Airport,3830,Chicago O'Hare International Airport,16663,515391,ALO,ORD
214,4423,3840,Rick Husband Amarillo International Airport,3670,Dallas Fort Worth International Airport,9077,274284,AMA,DFW
215,4429,3774,Ted Stevens Anchorage International Airport,3484,Los Angeles International Airport,28683,888212,ANC,LAX
216,4430,3774,Ted Stevens Anchorage International Airport,3462,Phoenix Sky Harbor International Airport,42105,1254292,ANC,PHX
217,4436,3838,Watertown International Airport,3830,Chicago O'Hare International Airport,21391,607115,ART,ORD
218,4437,3838,Watertown International Airport,3752,Philadelphia International Airport,14074,402243,ART,PHL
219,4442,3682,Hartsfield Jackson Atlanta International Airport,3876,Charlotte Douglas International Airport,15284,416567,ATL,CLT
220,4443,3682,Hartsfield Jackson Atlanta International Airport,3670,Dallas Fort Worth International Airport,18314,540058,ATL,DFW
221,4444,3682,Hartsfield Jackson Atlanta International Airport,507,London Heathrow Airport,211687,5485348,ATL,LHR
222,4445,3682,Hartsfield Jackson Atlanta International Airport,3576,Miami International Airport,214882,5828020,ATL,MIA
223,4446,3682,Hartsfield Jackson Atlanta International Airport,3830,Chicago O'Hare International Airport,40994,1221395,ATL,ORD
224,4447,3682,Hartsfield Jackson Atlanta International Airport,3752,Philadelphia International Airport,18350,536332,ATL,PHL
225,4448,3682,Hartsfield Jackson Atlanta International Airport,3462,Phoenix Sky Harbor International Airport,13535,397237,ATL,PHX
226,4461,3673,Austin Bergstrom International Airport,3876,Charlotte Douglas International Airport,42009,1299094,AUS,CLT
227,4463,3673,Austin Bergstrom International Airport,3797,John F Kennedy International Airport,33681,1056813,AUS,JFK
228,4464,3673,Austin Bergstrom International Airport,3484,Los Angeles International Airport,39737,1202795,AUS,LAX
229,4465,3673,Austin Bergstrom International Airport,507,London Heathrow Airport,41896,1248028,AUS,LHR
230,4466,3673,Austin Bergstrom International Airport,3861,Louis Armstrong New Orleans International Airport,94955,2916164,AUS,MSY
231,4467,3673,Austin Bergstrom International Airport,3830,Chicago O'Hare International Airport,62057,1906313,AUS,ORD
232,4468,3673,Austin Bergstrom International Airport,3752,Philadelphia International Airport,11349,346245,AUS,PHL
233,4469,3673,Austin Bergstrom International Airport,3462,Phoenix Sky Harbor International Airport,93324,2841714,AUS,PHX
234,4470,4007,Asheville Regional Airport,3876,Charlotte Douglas International Airport,73599,2250152,AVL,CLT
235,4472,4286,Wilkes Barre Scranton International Airport,3752,Philadelphia International Airport,25990,787017,AVP,PHL
236,4473,4039,Kalamazoo Battle Creek International Airport,3830,Chicago O'Hare International Airport,60479,1813378,AZO,ORD
237,4483,3825,Bradley International Airport,3876,Charlotte Douglas International Airport,87086,2663654,BDL,CLT
238,4484,3825,Bradley International Airport,3520,Ronald Reagan Washington National Airport,52755,1621604,BDL,DCA
239,4485,3825,Bradley International Airport,3670,Dallas Fort Worth International Airport,6214,167235,BDL,DFW
240,4486,3825,Bradley International Airport,3484,Los Angeles International Airport,31727,950188,BDL,LAX
241,4487,3825,Bradley International Airport,3576,Miami International Airport,6921,198499,BDL,MIA
242,4488,3825,Bradley International Airport,3830,Chicago O'Hare International Airport,9054,257821,BDL,ORD
243,4489,3825,Bradley International Airport,3752,Philadelphia International Airport,41950,1222722,BDL,PHL
244,4490,3825,Bradley International Airport,3570,Pittsburgh International Airport,21010,578949,BDL,PIT
245,4491,3558,Meadows Field,3462,Phoenix Sky Harbor International Airport,90516,2739290,BFL,PHX
246,4493,4129,Greater Binghamton/Edwin A Link field,3752,Philadelphia International Airport,153383,4701862,BGM,PHL
247,4495,3463,Bangor International Airport,3520,Ronald Reagan Washington National Airport,74701,2277248,BGR,DCA
248,4496,3463,Bangor International Airport,3752,Philadelphia International Airport,50177,1481951,BGR,PHL
249,4498,3811,Birmingham-Shuttlesworth International Airport,3876,Charlotte Douglas International Airport,13693,374077,BHM,CLT
250,4499,3811,Birmingham-Shuttlesworth International Airport,3520,Ronald Reagan Washington National Airport,28845,808818,BHM,DCA
251,4500,3811,Birmingham-Shuttlesworth International Airport,3670,Dallas Fort Worth International Airport,26601,792728,BHM,DFW
252,4501,3811,Birmingham-Shuttlesworth International Airport,3576,Miami International Airport,11291,319727,BHM,MIA
253,4502,3811,Birmingham-Shuttlesworth International Airport,3752,Philadelphia International Airport,37411,1080242,BHM,PHL
254,4509,4037,Central Illinois Regional Airport at Bloomington-Normal,3670,Dallas Fort Worth International Airport,30094,875370,BMI,DFW
255,4510,4037,Central Illinois Regional Airport at Bloomington-Normal,3830,Chicago O'Hare International Airport,20610,613483,BMI,ORD
256,4511,3690,Nashville International Airport,3876,Charlotte Douglas International Airport,39248,1192020,BNA,CLT
257,4512,3690,Nashville International Airport,3520,Ronald Reagan Washington National Airport,34593,1063961,BNA,DCA
258,4513,3690,Nashville International Airport,3670,Dallas Fort Worth International Airport,41552,1297125,BNA,DFW
259,4514,3690,Nashville International Airport,3797,John F Kennedy International Airport,46245,1394058,BNA,JFK
260,4515,3690,Nashville International Airport,3484,Los Angeles International Airport,43311,1279769,BNA,LAX
261,4516,3690,Nashville International Airport,3697,La Guardia Airport,7337,211325,BNA,LGA
262,4517,3690,Nashville International Airport,3576,Miami International Airport,23303,647292,BNA,MIA
263,4518,3690,Nashville International Airport,3830,Chicago O'Hare International Airport,34695,1061094,BNA,ORD
264,4519,3690,Nashville International Airport,3752,Philadelphia International Airport,36262,1110812,BNA,PHL
265,4532,3495,Boise Air Terminal/Gowen Field,3462,Phoenix Sky Harbor International Airport,47930,1441193,BOI,PHX
266,4534,3448,General Edward Lawrence Logan International Airport,3820,Buffalo Niagara International Airport,105345,3264098,BOS,BUF
267,4535,3448,General Edward Lawrence Logan International Airport,3876,Charlotte Douglas International Airport,48129,1440253,BOS,CLT
268,4536,3448,General Edward Lawrence Logan International Airport,1852,Cancún International Airport,47212,1464752,BOS,CUN
269,4537,3448,General Edward Lawrence Logan International Airport,3520,Ronald Reagan Washington National Airport,26253,797988,BOS,DCA
270,4538,3448,General Edward Lawrence Logan International Airport,3670,Dallas Fort Worth International Airport,41692,1263132,BOS,DFW
271,4539,3448,General Edward Lawrence Logan International Airport,3797,John F Kennedy International Airport,50376,1488533,BOS,JFK
272,4540,3448,General Edward Lawrence Logan International Airport,3484,Los Angeles International Airport,24163,722112,BOS,LAX
273,4541,3448,General Edward Lawrence Logan International Airport,3697,La Guardia Airport,46749,1362951,BOS,LGA
274,4542,3448,General Edward Lawrence Logan International Airport,507,London Heathrow Airport,217725,5794582,BOS,LHR
275,4543,3448,General Edward Lawrence Logan International Airport,1229,Adolfo Suárez Madrid–Barajas Airport,25808,719177,BOS,MAD
276,4544,3448,General Edward Lawrence Logan International Airport,3542,Harrisburg International Airport,95315,2879518,BOS,MDT
277,4545,3448,General Edward Lawrence Logan International Airport,3576,Miami International Airport,12981,349615,BOS,MIA
278,4546,3448,General Edward Lawrence Logan International Airport,2279,Narita International Airport,157175,4830949,BOS,NRT
279,4547,3448,General Edward Lawrence Logan International Airport,3830,Chicago O'Hare International Airport,12490,341776,BOS,ORD
280,4550,3448,General Edward Lawrence Logan International Airport,3462,Phoenix Sky Harbor International Airport,22530,642158,BOS,PHX
281,4551,3448,General Edward Lawrence Logan International Airport,3570,Pittsburgh International Airport,79500,2417477,BOS,PIT
282,4553,3448,General Edward Lawrence Logan International Airport,3622,Greater Rochester International Airport,53969,1611037,BOS,ROC
283,4554,3448,General Edward Lawrence Logan International Airport,3731,San Diego International Airport,161739,4965399,BOS,SAN
284,4555,3448,General Edward Lawrence Logan International Airport,3577,Seattle Tacoma International Airport,6,6,BOS,SEA
285,4556,3448,General Edward Lawrence Logan International Airport,3745,Syracuse Hancock International Airport,18492,514306,BOS,SYR
286,4557,3612,Southeast Texas Regional Airport,3670,Dallas Fort Worth International Airport,139472,4264694,BPT,DFW
287,4558,3738,Brownsville South Padre Island International Airport,3670,Dallas Fort Worth International Airport,33748,952002,BRO,DFW
288,4563,3846,Baton Rouge Metropolitan Airport,3876,Charlotte Douglas International Airport,31889,898454,BTR,CLT
289,4564,3846,Baton Rouge Metropolitan Airport,3670,Dallas Fort Worth International Airport,21669,646151,BTR,DFW
290,4565,3711,Burlington International Airport,3520,Ronald Reagan Washington National Airport,158209,4825382,BTV,DCA
291,4566,3711,Burlington International Airport,3752,Philadelphia International Airport,160001,4912646,BTV,PHL
292,4568,3820,Buffalo Niagara International Airport,3448,General Edward Lawrence Logan International Airport,17025,506026,BUF,BOS
293,4569,3820,Buffalo Niagara International Airport,3876,Charlotte Douglas International Airport,17755,509127,BUF,CLT
294,4570,3820,Buffalo Niagara International Airport,3520,Ronald Reagan Washington National Airport,29552,875745,BUF,DCA
295,4571,3820,Buffalo Niagara International Airport,3830,Chicago O'Hare International Airport,40102,1239201,BUF,ORD
296,4572,3820,Buffalo Niagara International Airport,3752,Philadelphia International Airport,23243,716618,BUF,PHL
297,4573,3644,Bob Hope Airport,3720,Portland International Airport,31228,833869,BUR,PDX
298,4574,3644,Bob Hope Airport,3462,Phoenix Sky Harbor International Airport,23911,628997,BUR,PHX
299,4575,3644,Bob Hope Airport,3577,Seattle Tacoma International Airport,24112,725144,BUR,SEA
300,4576,3849,Baltimore/Washington International Thurgood Marshall Airport,3876,Charlotte Douglas International Airport,36526,1070133,BWI,CLT
301,4577,3849,Baltimore/Washington International Thurgood Marshall Airport,3670,Dallas Fort Worth International Airport,24703,619326,BWI,DFW
302,4578,3849,Baltimore/Washington International Thurgood Marshall Airport,3797,John F Kennedy International Airport,30335,891446,BWI,JFK
303,4579,3849,Baltimore/Washington International Thurgood Marshall Airport,507,London Heathrow Airport,22069,649856,BWI,LHR
304,4580,3849,Baltimore/Washington International Thurgood Marshall Airport,3576,Miami International Airport,52689,1546394,BWI,MIA
305,4581,3849,Baltimore/Washington International Thurgood Marshall Airport,3830,Chicago O'Hare International Airport,20910,627311,BWI,ORD
306,4582,3849,Baltimore/Washington International Thurgood Marshall Airport,3752,Philadelphia International Airport,61015,1788899,BWI,PHL
307,4583,3849,Baltimore/Washington International Thurgood Marshall Airport,3462,Phoenix Sky Harbor International Airport,23532,702148,BWI,PHX
308,4587,3561,Columbia Metropolitan Airport,3876,Charlotte Douglas International Airport,72687,2223622,CAE,CLT
309,4588,3561,Columbia Metropolitan Airport,3520,Ronald Reagan Washington National Airport,11880,336652,CAE,DCA
310,4590,3561,Columbia Metropolitan Airport,3752,Philadelphia International Airport,56283,1756674,CAE,PHL
311,4591,4112,Akron Canton Regional Airport,3876,Charlotte Douglas International Airport,39048,1156177,CAK,CLT
312,4592,4112,Akron Canton Regional Airport,3520,Ronald Reagan Washington National Airport,5642,158592,CAK,DCA
313,4593,4112,Akron Canton Regional Airport,3752,Philadelphia International Airport,120854,3666094,CAK,PHL
314,4609,3578,Lovell Field,3876,Charlotte Douglas International Airport,5913,168360,CHA,CLT
315,4610,3578,Lovell Field,3520,Ronald Reagan Washington National Airport,25499,784839,CHA,DCA
316,4611,3578,Lovell Field,3670,Dallas Fort Worth International Airport,52644,1622364,CHA,DFW
317,4612,3578,Lovell Field,3830,Chicago O'Hare International Airport,33056,993989,CHA,ORD
318,4614,4015,Charlottesville Albemarle Airport,3876,Charlotte Douglas International Airport,25560,753821,CHO,CLT
319,4615,4015,Charlottesville Albemarle Airport,3697,La Guardia Airport,20322,581097,CHO,LGA
320,4616,4015,Charlottesville Albemarle Airport,3830,Chicago O'Hare International Airport,23192,684260,CHO,ORD
321,4617,4015,Charlottesville Albemarle Airport,3752,Philadelphia International Airport,18301,545370,CHO,PHL
322,4618,3806,Charleston Air Force Base-International Airport,3876,Charlotte Douglas International Airport,31237,949785,CHS,CLT
323,4619,3806,Charleston Air Force Base-International Airport,3520,Ronald Reagan Washington National Airport,42519,1309525,CHS,DCA
324,4620,3806,Charleston Air Force Base-International Airport,3670,Dallas Fort Worth International Airport,33757,1019319,CHS,DFW
325,4621,3806,Charleston Air Force Base-International Airport,3576,Miami International Airport,16111,451015,CHS,MIA
326,4622,3806,Charleston Air Force Base-International Airport,3752,Philadelphia International Airport,20886,564344,CHS,PHL
327,4623,4043,The Eastern Iowa Airport,3670,Dallas Fort Worth International Airport,42178,1231526,CID,DFW
328,4624,4043,The Eastern Iowa Airport,3830,Chicago O'Hare International Airport,14252,379281,CID,ORD
329,4625,3486,Cleveland Hopkins International Airport,3876,Charlotte Douglas International Airport,10838,327233,CLE,CLT
330,4626,3486,Cleveland Hopkins International Airport,3670,Dallas Fort Worth International Airport,27125,840399,CLE,DFW
331,4627,3486,Cleveland Hopkins International Airport,3797,John F Kennedy International Airport,58040,1757604,CLE,JFK
332,4628,3486,Cleveland Hopkins International Airport,3576,Miami International Airport,30806,951978,CLE,MIA
333,4629,3486,Cleveland Hopkins International Airport,3830,Chicago O'Hare International Airport,34683,1049549,CLE,ORD
334,4630,3486,Cleveland Hopkins International Airport,3752,Philadelphia International Airport,43798,1377884,CLE,PHL
335,4631,3715,Easterwood Field,3670,Dallas Fort Worth International Airport,12713,382828,CLL,DFW
336,4633,3876,Charlotte Douglas International Airport,4355,Lehigh Valley International Airport,28436,838260,CLT,ABE
337,4634,3876,Charlotte Douglas International Airport,3658,Augusta Regional At Bush Field,62638,1916223,CLT,AGS
338,4635,3876,Charlotte Douglas International Airport,3864,Albany International Airport,27301,780043,CLT,ALB
339,4636,3876,Charlotte Douglas International Airport,2874,V.C. Bird International Airport,65416,2014702,CLT,ANU
340,4637,3876,Charlotte Douglas International Airport,3682,Hartsfield Jackson Atlanta International Airport,19460,563143,CLT,ATL
341,4638,3876,Charlotte Douglas International Airport,2895,Queen Beatrix International Airport,23863,705579,CLT,AUA
342,4639,3876,Charlotte Douglas International Airport,3673,Austin Bergstrom International Airport,10822,313019,CLT,AUS
343,4640,3876,Charlotte Douglas International Airport,4007,Asheville Regional Airport,30396,905855,CLT,AVL
344,4641,3876,Charlotte Douglas International Airport,4286,Wilkes Barre Scranton International Airport,9142,274227,CLT,AVP
345,4642,3876,Charlotte Douglas International Airport,3825,Bradley International Airport,41895,1254624,CLT,BDL
346,4644,3876,Charlotte Douglas International Airport,3690,Nashville International Airport,13676,396184,CLT,BNA
347,4646,3876,Charlotte Douglas International Airport,3846,Baton Rouge Metropolitan Airport,62409,1910224,CLT,BTR
348,4647,3876,Charlotte Douglas International Airport,3820,Buffalo Niagara International Airport,6363,168116,CLT,BUF
349,4648,3876,Charlotte Douglas International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,31779,950259,CLT,BWI
350,4649,3876,Charlotte Douglas International Airport,1957,Philip S. W. Goldson International Airport,41611,1219267,CLT,BZE
351,4650,3876,Charlotte Douglas International Airport,3561,Columbia Metropolitan Airport,20658,612585,CLT,CAE
352,4651,3876,Charlotte Douglas International Airport,4112,Akron Canton Regional Airport,23464,649578,CLT,CAK
353,4652,3876,Charlotte Douglas International Airport,1382,Charles de Gaulle International Airport,46243,1356716,CLT,CDG
354,4653,3876,Charlotte Douglas International Airport,3578,Lovell Field,40513,1232083,CLT,CHA
355,4654,3876,Charlotte Douglas International Airport,4015,Charlottesville Albemarle Airport,36471,1069690,CLT,CHO
356,4655,3876,Charlotte Douglas International Airport,3806,Charleston Air Force Base-International Airport,23403,700598,CLT,CHS
357,4656,3876,Charlotte Douglas International Airport,3486,Cleveland Hopkins International Airport,169033,4307490,CLT,CLE
358,4657,3876,Charlotte Douglas International Airport,3759,John Glenn Columbus International Airport,5874,169239,CLT,CMH
359,4658,3876,Charlotte Douglas International Airport,4285,Yeager Airport,25599,755748,CLT,CRW
360,4660,3876,Charlotte Douglas International Airport,3488,Cincinnati Northern Kentucky International Airport,18581,546913,CLT,CVG
361,4661,3876,Charlotte Douglas International Airport,1800,Cozumel International Airport,16159,452349,CLT,CZM
362,4662,3876,Charlotte Douglas International Airport,3950,Daytona Beach International Airport,10842,327522,CLT,DAB
363,4663,3876,Charlotte Douglas International Airport,3627,James M Cox Dayton International Airport,28453,839682,CLT,DAY
364,4664,3876,Charlotte Douglas International Airport,3520,Ronald Reagan Washington National Airport,24480,698771,CLT,DCA
365,4665,3876,Charlotte Douglas International Airport,3751,Denver International Airport,15410,433955,CLT,DEN
366,4666,3876,Charlotte Douglas International Airport,3670,Dallas Fort Worth International Airport,173490,4475572,CLT,DFW
367,4667,3876,Charlotte Douglas International Airport,3729,Des Moines International Airport,27306,757167,CLT,DSM
368,4668,3876,Charlotte Douglas International Airport,3645,Detroit Metropolitan Wayne County Airport,177211,4479416,CLT,DTW
369,4669,3876,Charlotte Douglas International Airport,599,Dublin Airport,24746,769959,CLT,DUB
370,4670,3876,Charlotte Douglas International Airport,3730,Coastal Carolina Regional Airport,26537,762700,CLT,EWN
371,4671,3876,Charlotte Douglas International Airport,3494,Newark Liberty International Airport,21216,645292,CLT,EWR
372,4672,3876,Charlotte Douglas International Airport,5738,Fayetteville Regional Grannis Field,82501,2500527,CLT,FAY
373,4673,3876,Charlotte Douglas International Airport,1555,Leonardo da Vinci–Fiumicino Airport,54714,1672057,CLT,FCO
374,4674,3876,Charlotte Douglas International Airport,3533,Fort Lauderdale Hollywood International Airport,57716,1706890,CLT,FLL
375,4675,3876,Charlotte Douglas International Airport,3879,Florence Regional Airport,34827,994493,CLT,FLO
376,4677,3876,Charlotte Douglas International Airport,340,Frankfurt am Main Airport,15578,450255,CLT,FRA
377,4678,3876,Charlotte Douglas International Airport,1926,Owen Roberts International Airport,33174,992824,CLT,GCM
378,4679,3876,Charlotte Douglas International Airport,3472,Gainesville Regional Airport,9723,243546,CLT,GNV
379,4681,3876,Charlotte Douglas International Airport,2564,Guarulhos - Governador André Franco Montoro International Airport,7,7,CLT,GRU
380,4682,3876,Charlotte Douglas International Airport,4008,Piedmont Triad International Airport,36402,1152736,CLT,GSO
381,4683,3876,Charlotte Douglas International Airport,4034,Greenville Spartanburg International Airport,8593,197944,CLT,GSP
382,4687,3876,Charlotte Douglas International Airport,5742,Tri-State/Milton J. Ferguson Field,23895,727497,CLT,HTS
383,4688,3876,Charlotte Douglas International Airport,3714,Washington Dulles International Airport,33498,1023255,CLT,IAD
384,4690,3876,Charlotte Douglas International Airport,3845,Wilmington International Airport,5638,167755,CLT,ILM
385,4691,3876,Charlotte Douglas International Airport,3585,Indianapolis International Airport,4856,135285,CLT,IND
386,4692,3876,Charlotte Douglas International Airport,3580,Jackson-Medgar Wiley Evers International Airport,14264,406938,CLT,JAN
387,4693,3876,Charlotte Douglas International Airport,3712,Jacksonville International Airport,36226,1066119,CLT,JAX
388,4694,3876,Charlotte Douglas International Airport,3797,John F Kennedy International Airport,24420,670730,CLT,JFK
389,4696,3876,Charlotte Douglas International Airport,3484,Los Angeles International Airport,22072,601161,CLT,LAX
390,4697,3876,Charlotte Douglas International Airport,4017,Blue Grass Airport,54579,1673224,CLT,LEX
391,4698,3876,Charlotte Douglas International Airport,3697,La Guardia Airport,12708,350234,CLT,LGA
392,4699,3876,Charlotte Douglas International Airport,507,London Heathrow Airport,32851,950277,CLT,LHR
393,4700,3876,Charlotte Douglas International Airport,1881,Daniel Oduber Quiros International Airport,32520,985391,CLT,LIR
394,4701,3876,Charlotte Douglas International Airport,3660,Bill & Hillary Clinton National Airport/Adams Field,19377,604981,CLT,LIT
395,4702,3876,Charlotte Douglas International Airport,5753,Lynchburg Regional Preston Glenn Field,35012,1032503,CLT,LYH
396,4703,3876,Charlotte Douglas International Airport,1780,Sangster International Airport,114156,3537831,CLT,MBJ
397,4704,3876,Charlotte Douglas International Airport,3458,Kansas City International Airport,127116,3909432,CLT,MCI
398,4705,3876,Charlotte Douglas International Airport,3878,Orlando International Airport,24130,660162,CLT,MCO
399,4706,3876,Charlotte Douglas International Airport,3542,Harrisburg International Airport,35407,1039505,CLT,MDT
400,4708,3876,Charlotte Douglas International Airport,1824,Licenciado Benito Juarez International Airport,227761,5234514,CLT,MEX
