,og_index,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA
5708,28830,3676,McGhee Tyson Airport,3533,Fort Lauderdale Hollywood International Airport,74508,2170610,TYS,FLL
5709,28831,3676,McGhee Tyson Airport,7056,Charlotte County Airport,95838,2905497,TYS,PGD
5710,28832,3676,McGhee Tyson Airport,3617,St Petersburg Clearwater International Airport,95161,2946743,TYS,PIE
5711,28833,3676,McGhee Tyson Airport,4167,Orlando Sanford International Airport,64762,1988160,TYS,SFB
5712,28834,4356,Northwest Arkansas Regional Airport,3877,McCarran International Airport,60877,1860419,XNA,LAS
5713,28835,4356,Northwest Arkansas Regional Airport,4167,Orlando Sanford International Airport,60539,1844284,XNA,SFB
5714,28836,3881,Youngstown Warren Regional Airport,3515,Myrtle Beach International Airport,27250,817184,YNG,MYR
5715,28837,3881,Youngstown Warren Regional Airport,7056,Charlotte County Airport,53801,1649820,YNG,PGD
5716,28838,3881,Youngstown Warren Regional Airport,3617,St Petersburg Clearwater International Airport,71998,2219588,YNG,PIE
5717,28839,3881,Youngstown Warren Regional Airport,4167,Orlando Sanford International Airport,28659,895340,YNG,SFB
5718,30050,7195,Atka Airport,3860,Unalaska Airport,55549,1705327,AKB,DUT
5719,30051,3794,King Salmon Airport,3460,Dillingham Airport,79474,2415013,AKN,DLG
5720,30052,3794,King Salmon Airport,7158,Pilot Point Airport,104554,3253615,AKN,PIP
5721,30053,3794,King Salmon Airport,7159,South Naknek Nr 2 Airport,51657,1602076,AKN,WSN
5722,30054,3774,Ted Stevens Anchorage International Airport,3628,Kenai Municipal Airport,58758,1819654,ANC,ENA
5723,30055,3599,Bethel Airport,7087,Emmonak Airport,73232,2169668,BET,EMK
5724,30056,3854,Cold Bay Airport,7202,False Pass Airport,29780,930835,CDB,KFP
5725,30057,3854,Cold Bay Airport,6765,King Cove Airport,68182,2087515,CDB,KVC
5726,30058,3854,Cold Bay Airport,7203,Nelson Lagoon Airport,45726,1375211,CDB,NLG
5727,30059,3460,Dillingham Airport,3794,King Salmon Airport,47455,1482812,DLG,AKN
5728,30060,3860,Unalaska Airport,7195,Atka Airport,72291,2184331,DUT,AKB
5729,30061,3860,Unalaska Airport,7196,Nikolski Air Station,59886,1825349,DUT,IKO
5730,30062,3860,Unalaska Airport,6134,Akutan Seaplane Base,94744,2949990,DUT,KQA
5731,30063,7154,Egegik Airport,3794,King Salmon Airport,84660,2622301,EGX,AKN
5732,30064,7087,Emmonak Airport,3599,Bethel Airport,57730,1789217,EMK,BET
5733,30065,7087,Emmonak Airport,7207,Kotlik Airport,98772,3074960,EMK,KOT
5734,30066,3628,Kenai Municipal Airport,3774,Ted Stevens Anchorage International Airport,65854,2025661,ENA,ANC
5735,30067,6763,Igiugig Airport,3794,King Salmon Airport,31065,956618,IGG,AKN
5736,30068,7196,Nikolski Air Station,3860,Unalaska Airport,26507,830711,IKO,DUT
5737,30069,7202,False Pass Airport,3854,Cold Bay Airport,46555,1443311,KFP,CDB
5738,30071,6134,Akutan Seaplane Base,3860,Unalaska Airport,63410,1915110,KQA,DUT
5739,30072,6765,King Cove Airport,3854,Cold Bay Airport,45057,1403550,KVC,CDB
5740,30073,7203,Nelson Lagoon Airport,3854,Cold Bay Airport,49836,1491671,NLG,CDB
5741,30074,6766,Port Heiden Airport,3794,King Salmon Airport,44261,1373150,PTH,AKN
5742,30075,7159,South Naknek Nr 2 Airport,7154,Egegik Airport,50833,1575620,WSN,EGX
5743,30146,3728,Daniel K Inouye International Airport,2006,Auckland International Airport,49739,1535161,HNL,AKL
5744,30147,3728,Daniel K Inouye International Airport,3320,Brisbane International Airport,64946,2002186,HNL,BNE
5745,30148,3728,Daniel K Inouye International Airport,2305,Fukuoka Airport,67796,2118690,HNL,FUK
5746,30149,3728,Daniel K Inouye International Airport,2359,Tokyo Haneda International Airport,43849,1361408,HNL,HND
5747,30150,3728,Daniel K Inouye International Airport,3930,Incheon International Airport,71038,2180171,HNL,ICN
5748,30151,3728,Daniel K Inouye International Airport,3415,Hilo International Airport,39534,1224945,HNL,ITO
5749,30152,3728,Daniel K Inouye International Airport,3797,John F Kennedy International Airport,70338,2129289,HNL,JFK
5750,30153,3728,Daniel K Inouye International Airport,3992,Kansai International Airport,65598,2032702,HNL,KIX
5751,30154,3728,Daniel K Inouye International Airport,3514,Ellison Onizuka Kona International At Keahole Airport,36739,1133386,HNL,KOA
5752,30155,3728,Daniel K Inouye International Airport,3877,McCarran International Airport,60016,1844224,HNL,LAS
5753,30156,3728,Daniel K Inouye International Airport,3484,Los Angeles International Airport,60928,1830844,HNL,LAX
5754,30157,3728,Daniel K Inouye International Airport,3602,Lihue Airport,57438,1757168,HNL,LIH
5755,30158,3728,Daniel K Inouye International Airport,3851,Lanai Airport,58513,1821277,HNL,LNY
5756,30159,3728,Daniel K Inouye International Airport,3705,Molokai Airport,34169,1037716,HNL,MKK
5757,30160,3728,Daniel K Inouye International Airport,3453,Metropolitan Oakland International Airport,64086,2002709,HNL,OAK
5758,30161,3728,Daniel K Inouye International Airport,3456,Kahului Airport,34863,1091571,HNL,OGG
5759,30162,3728,Daniel K Inouye International Airport,3720,Portland International Airport,61421,1906030,HNL,PDX
5760,30163,3728,Daniel K Inouye International Airport,3364,Beijing Capital International Airport,54981,1659508,HNL,PEK
5761,30164,3728,Daniel K Inouye International Airport,3462,Phoenix Sky Harbor International Airport,65202,1981618,HNL,PHX
5762,30165,3728,Daniel K Inouye International Airport,1970,Pago Pago International Airport,71549,2243854,HNL,PPG
5763,30166,3728,Daniel K Inouye International Airport,4075,Faa'a International Airport,65355,1973393,HNL,PPT
5764,30167,3728,Daniel K Inouye International Airport,3731,San Diego International Airport,61470,1845653,HNL,SAN
5765,30168,3728,Daniel K Inouye International Airport,2347,Sendai Airport,61132,1829518,HNL,SDJ
5766,30169,3728,Daniel K Inouye International Airport,3577,Seattle Tacoma International Airport,72757,2247811,HNL,SEA
5767,30170,3728,Daniel K Inouye International Airport,3469,San Francisco International Airport,22137,622500,HNL,SFO
5768,30171,3728,Daniel K Inouye International Airport,3817,Sacramento International Airport,92053,2621864,HNL,SMF
5769,30172,3728,Daniel K Inouye International Airport,3361,Sydney Kingsford Smith International Airport,64562,1942298,HNL,SYD
5770,30173,3728,Daniel K Inouye International Airport,2276,Taiwan Taoyuan International Airport,68972,2079249,HNL,TPE
5771,30175,3415,Hilo International Airport,3728,Daniel K Inouye International Airport,63221,1960237,ITO,HNL
5772,30176,3415,Hilo International Airport,3456,Kahului Airport,59336,1832496,ITO,OGG
5773,30177,3797,John F Kennedy International Airport,3728,Daniel K Inouye International Airport,58868,1737744,JFK,HNL
5774,30178,3797,John F Kennedy International Airport,3877,McCarran International Airport,39386,1174878,JFK,LAS
5775,30180,3514,Ellison Onizuka Kona International At Keahole Airport,3728,Daniel K Inouye International Airport,34256,1039458,KOA,HNL
5776,30181,3514,Ellison Onizuka Kona International At Keahole Airport,3456,Kahului Airport,64448,2002152,KOA,OGG
5777,30182,3877,McCarran International Airport,3728,Daniel K Inouye International Airport,44197,1385549,LAS,HNL
5778,30183,3877,McCarran International Airport,3797,John F Kennedy International Airport,39426,1235611,LAS,JFK
5779,30184,3877,McCarran International Airport,3469,San Francisco International Airport,35541,1107870,LAS,SFO
5780,30185,3484,Los Angeles International Airport,3728,Daniel K Inouye International Airport,35204,1091735,LAX,HNL
5781,30186,3484,Los Angeles International Airport,3456,Kahului Airport,68506,2128131,LAX,OGG
5782,30187,3602,Lihue Airport,3728,Daniel K Inouye International Airport,70,70,LIH,HNL
5783,30188,3602,Lihue Airport,3456,Kahului Airport,61593,1904239,LIH,OGG
5784,30189,3851,Lanai Airport,3728,Daniel K Inouye International Airport,39421,1117349,LNY,HNL
5785,30190,3705,Molokai Airport,3728,Daniel K Inouye International Airport,64014,1937742,MKK,HNL
5786,30191,3453,Metropolitan Oakland International Airport,3728,Daniel K Inouye International Airport,60129,1810002,OAK,HNL
5787,30192,3453,Metropolitan Oakland International Airport,3456,Kahului Airport,54999,1674582,OAK,OGG
5788,30197,3456,Kahului Airport,3602,Lihue Airport,10293,252041,OGG,LIH
5789,30199,3456,Kahului Airport,3577,Seattle Tacoma International Airport,15626,100369,OGG,SEA
5790,30200,3456,Kahului Airport,3748,Norman Y. Mineta San Jose International Airport,7999,51035,OGG,SJC
5791,30209,3577,Seattle Tacoma International Airport,3456,Kahului Airport,13512,85395,SEA,OGG
5792,30213,3817,Sacramento International Airport,3728,Daniel K Inouye International Airport,10439,253090,SMF,HNL
5793,30946,3830,Chicago O'Hare International Airport,3406,Shanghai Pudong International Airport,15605,100369,ORD,PVG
5794,31533,3797,John F Kennedy International Airport,3953,Riga International Airport,12322,85395,JFK,RIX
5795,31660,7205,Klawock Airport,3808,Ketchikan International Airport,7992,51035,KLW,KTN
5796,32284,3576,Miami International Airport,507,London Heathrow Airport,134242,4108569,MIA,LHR
5797,32297,3861,Louis Armstrong New Orleans International Airport,3576,Miami International Airport,133884,4110699,MSY,MIA
5798,32322,3830,Chicago O'Hare International Airport,3682,Hartsfield Jackson Atlanta International Airport,30027,892914,ORD,ATL
5799,33324,3492,Juneau International Airport,7142,Hoonah Airport,30162,892768,JNU,HNH
5800,33837,3797,John F Kennedy International Airport,2789,Jorge Chávez International Airport,17620,111402,JFK,LIM
5801,33845,3484,Los Angeles International Airport,2789,Jorge Chávez International Airport,17610,111400,LAX,LIM
5802,33868,3878,Orlando International Airport,2564,Guarulhos - Governador André Franco Montoro International Airport,71,71,MCO,GRU
5803,33875,3576,Miami International Airport,2531,Presidente Juscelino Kubistschek International Airport,33681,1056813,MIA,BSB
5804,33876,3576,Miami International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,39737,1202795,MIA,BWI
5805,34993,7205,Klawock Airport,3808,Ketchikan International Airport,33550,1058467,KLW,KTN
5806,34998,3690,Nashville International Airport,5716,Athens Ben Epps Airport,44468,1408512,BNA,AHN
5807,35000,3644,Bob Hope Airport,3689,Imperial County Airport,44609,1406965,BUR,IPL
5808,35001,3502,Dallas Love Field,3696,South Arkansas Regional At Goodwin Field,39695,1197917,DAL,ELD
5809,35009,5963,Haines Airport,5961,Skagway Airport,48342,1490363,HNS,SGY
5810,35020,3458,Kansas City International Airport,3461,Boone County Airport,20075,141520,MCI,HRO
5811,35021,3458,Kansas City International Airport,5771,Salina Municipal Airport,5789,37469,MCI,SLN
5812,35022,3473,Memphis International Airport,3696,South Arkansas Regional At Goodwin Field,22779,154903,MEM,ELD
5813,35024,3473,Memphis International Airport,3461,Boone County Airport,14955,100028,MEM,HRO
5814,35025,3473,Memphis International Airport,3704,McKellar-Sipes Regional Airport,20081,141170,MEM,MKL
5815,35026,3704,McKellar-Sipes Regional Airport,3690,Nashville International Airport,24234,154715,MKL,BNA
5816,35027,3704,McKellar-Sipes Regional Airport,3473,Memphis International Airport,24157,154634,MKL,MEM
5817,35304,3682,Hartsfield Jackson Atlanta International Airport,3930,Incheon International Airport,56087,1755741,ATL,ICN
5818,35381,3550,George Bush Intercontinental Houston Airport,3930,Incheon International Airport,81751,2473123,IAH,ICN
5819,35493,3877,McCarran International Airport,3930,Incheon International Airport,26916,826292,LAS,ICN
5820,35558,3469,San Francisco International Airport,3930,Incheon International Airport,70712,2143359,SFO,ICN
5821,35635,3852,Alexandria International Airport,3682,Hartsfield Jackson Atlanta International Airport,70516,2143844,AEX,ATL
5822,35636,3658,Augusta Regional At Bush Field,3682,Hartsfield Jackson Atlanta International Airport,39695,1197917,AGS,ATL
5823,35639,3864,Albany International Airport,3682,Hartsfield Jackson Atlanta International Airport,48342,1490363,ALB,ATL
5824,35785,3682,Hartsfield Jackson Atlanta International Airport,3658,Augusta Regional At Bush Field,72,72,ATL,AGS
5825,35787,3682,Hartsfield Jackson Atlanta International Airport,580,Amsterdam Airport Schiphol,19166,122535,ATL,AMS
5826,35788,3682,Hartsfield Jackson Atlanta International Airport,4047,Appleton International Airport,17620,111402,ATL,ATW
5827,35789,3682,Hartsfield Jackson Atlanta International Airport,3673,Austin Bergstrom International Airport,19144,122533,ATL,AUS
5828,35790,3682,Hartsfield Jackson Atlanta International Airport,4007,Asheville Regional Airport,6162,40071,ATL,AVL
5829,35791,3682,Hartsfield Jackson Atlanta International Airport,4286,Wilkes Barre Scranton International Airport,6114,40073,ATL,AVP
5830,35792,3682,Hartsfield Jackson Atlanta International Airport,3825,Bradley International Airport,17262,495319,ATL,BDL
5831,35793,3682,Hartsfield Jackson Atlanta International Airport,3811,Birmingham-Shuttlesworth International Airport,17198,497365,ATL,BHM
5832,35794,3682,Hartsfield Jackson Atlanta International Airport,4037,Central Illinois Regional Airport at Bloomington-Normal,7866,231163,ATL,BMI
5833,35795,3682,Hartsfield Jackson Atlanta International Airport,3690,Nashville International Airport,12700,358814,ATL,BNA
5834,35796,3682,Hartsfield Jackson Atlanta International Airport,3448,General Edward Lawrence Logan International Airport,20018,595552,ATL,BOS
5835,35797,3682,Hartsfield Jackson Atlanta International Airport,5725,Brunswick Golden Isles Airport,19952,594730,ATL,BQK
5836,35803,3682,Hartsfield Jackson Atlanta International Airport,3561,Columbia Metropolitan Airport,20075,141520,ATL,CAE
5837,35804,3682,Hartsfield Jackson Atlanta International Airport,4112,Akron Canton Regional Airport,5789,37469,ATL,CAK
5838,35807,3682,Hartsfield Jackson Atlanta International Airport,3806,Charleston Air Force Base-International Airport,14323,415417,ATL,CHS
5839,35808,3682,Hartsfield Jackson Atlanta International Airport,4043,The Eastern Iowa Airport,16516,390211,ATL,CID
5840,35809,3682,Hartsfield Jackson Atlanta International Airport,3486,Cleveland Hopkins International Airport,12744,353385,ATL,CLE
5841,35810,3682,Hartsfield Jackson Atlanta International Airport,3876,Charlotte Douglas International Airport,6838,190217,ATL,CLT
5842,35812,3682,Hartsfield Jackson Atlanta International Airport,3819,City of Colorado Springs Municipal Airport,14955,100028,ATL,COS
5843,35813,3682,Hartsfield Jackson Atlanta International Airport,4285,Yeager Airport,20081,141170,ATL,CRW
5844,35814,3682,Hartsfield Jackson Atlanta International Airport,4255,Columbus Metropolitan Airport,24234,154715,ATL,CSG
5845,35815,3682,Hartsfield Jackson Atlanta International Airport,1852,Cancún International Airport,14459,416721,ATL,CUN
5846,35816,3682,Hartsfield Jackson Atlanta International Airport,3488,Cincinnati Northern Kentucky International Airport,9964,308852,ATL,CVG
5847,35817,3682,Hartsfield Jackson Atlanta International Airport,1800,Cozumel International Airport,8494,200785,ATL,CZM
5848,35819,3682,Hartsfield Jackson Atlanta International Airport,3502,Dallas Love Field,16890,393133,ATL,DAL
5849,35820,3682,Hartsfield Jackson Atlanta International Airport,3627,James M Cox Dayton International Airport,4826,133324,ATL,DAY
5850,35821,3682,Hartsfield Jackson Atlanta International Airport,3520,Ronald Reagan Washington National Airport,7650,228794,ATL,DCA
5851,35822,3682,Hartsfield Jackson Atlanta International Airport,3751,Denver International Airport,4580,133309,ATL,DEN
5852,35823,3682,Hartsfield Jackson Atlanta International Airport,3670,Dallas Fort Worth International Airport,14043,372081,ATL,DFW
5853,35824,3682,Hartsfield Jackson Atlanta International Airport,3739,Dothan Regional Airport,11023,326744,ATL,DHN
5854,35825,3682,Hartsfield Jackson Atlanta International Airport,3729,Des Moines International Airport,14232,373393,ATL,DSM
5855,35826,3682,Hartsfield Jackson Atlanta International Airport,3645,Detroit Metropolitan Wayne County Airport,11226,328207,ATL,DTW
5856,35827,3682,Hartsfield Jackson Atlanta International Airport,599,Dublin Airport,7069,192256,ATL,DUB
5857,35828,3682,Hartsfield Jackson Atlanta International Airport,345,Düsseldorf Airport,5714,37038,ATL,DUS
5858,35829,3682,Hartsfield Jackson Atlanta International Airport,7669,Northwest Florida Beaches International Airport,24157,154634,ATL,ECP
5859,35830,3682,Hartsfield Jackson Atlanta International Airport,3559,El Paso International Airport,9834,308429,ATL,ELP
5860,35833,3682,Hartsfield Jackson Atlanta International Airport,3494,Newark Liberty International Airport,48134,1426088,ATL,EWR
5861,35848,3682,Hartsfield Jackson Atlanta International Airport,4008,Piedmont Triad International Airport,43481,1293314,ATL,GSO
5862,35849,3682,Hartsfield Jackson Atlanta International Airport,4034,Greenville Spartanburg International Airport,72287,2250442,ATL,GSP
5863,35850,3682,Hartsfield Jackson Atlanta International Airport,4273,Golden Triangle Regional Airport,10076,288482,ATL,GTR
5864,35851,3682,Hartsfield Jackson Atlanta International Airport,3566,William P Hobby Airport,31857,933717,ATL,HOU
5865,35852,3682,Hartsfield Jackson Atlanta International Airport,3589,Westchester County Airport,8355,248853,ATL,HPN
5866,35853,3682,Hartsfield Jackson Atlanta International Airport,4113,Huntsville International Carl T Jones Field,55166,1642560,ATL,HSV
5867,35854,3682,Hartsfield Jackson Atlanta International Airport,3714,Washington Dulles International Airport,43384,1296163,ATL,IAD
5868,35855,3682,Hartsfield Jackson Atlanta International Airport,3550,George Bush Intercontinental Houston Airport,72589,2252204,ATL,IAH
5869,35856,3682,Hartsfield Jackson Atlanta International Airport,3457,Wichita Eisenhower National Airport,10019,290243,ATL,ICT
5870,35857,3682,Hartsfield Jackson Atlanta International Airport,3845,Wilmington International Airport,31888,917120,ATL,ILM
5871,35858,3682,Hartsfield Jackson Atlanta International Airport,3585,Indianapolis International Airport,8214,249634,ATL,IND
