,og_index,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters
2127,6486,3577,Seattle Tacoma International Airport,3751,Denver International Airport,69766,2113738
2128,6487,3577,Seattle Tacoma International Airport,3670,Dallas Fort Worth International Airport,111045,3348741
2129,6488,3577,Seattle Tacoma International Airport,3494,Newark Liberty International Airport,149623,4593527
2130,6489,3577,Seattle Tacoma International Airport,3797,John F Kennedy International Airport,151753,4633743
2131,6490,3577,Seattle Tacoma International Airport,3808,Ketchikan International Airport,162274,1231212
2132,6491,3577,Seattle Tacoma International Airport,3484,Los Angeles International Airport,62279,1820857
2133,6492,3577,Seattle Tacoma International Airport,3582,Long Beach /Daugherty Field/ Airport,63199,1852393
2134,6493,3577,Seattle Tacoma International Airport,507,London Heathrow Airport,\N,\N
2135,6494,3577,Seattle Tacoma International Airport,3458,Kansas City International Airport,95432,2936200
2136,6495,3577,Seattle Tacoma International Airport,3878,Orlando International Airport,161446,4968620
2137,6496,3577,Seattle Tacoma International Airport,3576,Miami International Airport,172635,5317700
2138,6497,3577,Seattle Tacoma International Airport,3453,Metropolitan Oakland International Airport,44425,1290130
2139,6498,3577,Seattle Tacoma International Airport,3734,Ontario International Airport,63761,1873063
2140,6499,3577,Seattle Tacoma International Airport,3830,Chicago O'Hare International Airport,106254,3306092
2141,6500,3577,Seattle Tacoma International Airport,3364,Beijing Capital International Airport,\N,\N
2142,6501,3577,Seattle Tacoma International Airport,3752,Philadelphia International Airport,148315,4559280
2143,6502,3577,Seattle Tacoma International Airport,3462,Phoenix Sky Harbor International Airport,77969,2291185
2144,6503,3577,Seattle Tacoma International Airport,3731,San Diego International Airport,68607,2006149
2145,6504,3577,Seattle Tacoma International Airport,3469,San Francisco International Airport,44892,1302241
2146,6505,3577,Seattle Tacoma International Airport,3748,Norman Y. Mineta San Jose International Airport,45967,1331877
2147,6506,3577,Seattle Tacoma International Airport,3817,Sacramento International Airport,40746,1183152
2148,6507,3577,Seattle Tacoma International Airport,3867,John Wayne Airport-Orange County Airport,64040,1882292
2149,6508,3577,Seattle Tacoma International Airport,3678,St Louis Lambert International Airport,108771,3340412
2150,6509,3577,Seattle Tacoma International Airport,156,Vancouver International Airport,9096,244905
2151,6510,3469,San Francisco International Airport,3876,Charlotte Douglas International Airport,141801,4348779
2152,6511,3469,San Francisco International Airport,3670,Dallas Fort Worth International Airport,90277,2739358
2153,6512,3469,San Francisco International Airport,3077,Hong Kong International Airport,\N,\N
2154,6513,3469,San Francisco International Airport,2359,Tokyo Haneda International Airport,\N,\N
2155,6514,3469,San Francisco International Airport,3797,John F Kennedy International Airport,154521,4729880
2156,6515,3469,San Francisco International Airport,3484,Los Angeles International Airport,21245,610194
2157,6516,3469,San Francisco International Airport,507,London Heathrow Airport,\N,\N
2158,6517,3469,San Francisco International Airport,3576,Miami International Airport,159685,4877935
2159,6518,3469,San Francisco International Airport,3830,Chicago O'Hare International Airport,110735,3442278
2160,6519,3469,San Francisco International Airport,3720,Portland International Airport,36481,1056378
2161,6520,3469,San Francisco International Airport,3752,Philadelphia International Airport,151083,4655417
2162,6521,3469,San Francisco International Airport,3462,Phoenix Sky Harbor International Airport,40446,1206087
2163,6522,3469,San Francisco International Airport,3839,Palm Springs International Airport,26739,781363
2164,6523,3469,San Francisco International Airport,1836,Licenciado Gustavo Díaz Ordaz International Airport,115547,3081873
2165,6524,3469,San Francisco International Airport,3577,Seattle Tacoma International Airport,44807,1298883
2166,6525,4348,Springfield Branson National Airport,3670,Dallas Fort Worth International Airport,23169,665181
2167,6526,4348,Springfield Branson National Airport,3830,Chicago O'Hare International Airport,27276,831064
2168,6528,3609,Shreveport Regional Airport,3670,Dallas Fort Worth International Airport,10598,322711
2169,6531,3748,Norman Y. Mineta San Jose International Airport,3670,Dallas Fort Worth International Airport,88432,2687068
2170,6532,3748,Norman Y. Mineta San Jose International Airport,1804,Don Miguel Hidalgo Y Costilla International Airport,114916,3089434
2171,6533,3748,Norman Y. Mineta San Jose International Airport,3728,Daniel K Inouye International Airport,\N,\N
2172,6534,3748,Norman Y. Mineta San Jose International Airport,3514,Ellison Onizuka Kona International At Keahole Airport,\N,\N
2173,6535,3748,Norman Y. Mineta San Jose International Airport,3484,Los Angeles International Airport,19400,557905
2174,6536,3748,Norman Y. Mineta San Jose International Airport,3602,Lihue Airport,\N,\N
2175,6537,3748,Norman Y. Mineta San Jose International Airport,3456,Kahului Airport,\N,\N
2176,6538,3748,Norman Y. Mineta San Jose International Airport,3830,Chicago O'Hare International Airport,111644,3470766
2177,6539,3748,Norman Y. Mineta San Jose International Airport,3720,Portland International Airport,37389,1084867
2178,6540,3748,Norman Y. Mineta San Jose International Airport,3462,Phoenix Sky Harbor International Airport,38601,1153798
2179,6541,3748,Norman Y. Mineta San Jose International Airport,3577,Seattle Tacoma International Airport,45715,1327371
2180,6551,3708,San Angelo Regional Mathis Field,3670,Dallas Fort Worth International Airport,14167,418825
2181,6566,3536,Salt Lake City International Airport,3876,Charlotte Douglas International Airport,108709,3287984
2182,6567,3536,Salt Lake City International Airport,3670,Dallas Fort Worth International Airport,67629,1972568
2183,6568,3536,Salt Lake City International Airport,3484,Los Angeles International Airport,36404,1142039
2184,6569,3536,Salt Lake City International Airport,3830,Chicago O'Hare International Airport,72300,2252292
2185,6570,3536,Salt Lake City International Airport,3752,Philadelphia International Airport,112648,3465431
2186,6571,3536,Salt Lake City International Airport,3462,Phoenix Sky Harbor International Airport,36448,1078952
2187,6573,3817,Sacramento International Airport,3876,Charlotte Douglas International Airport,142203,4370462
2188,6574,3817,Sacramento International Airport,3670,Dallas Fort Worth International Airport,90679,2761041
2189,6575,3817,Sacramento International Airport,3484,Los Angeles International Airport,21861,642229
2190,6576,3817,Sacramento International Airport,3456,Kahului Airport,\N,\N
2191,6577,3817,Sacramento International Airport,3462,Phoenix Sky Harbor International Airport,41062,1238122
2192,6578,3817,Sacramento International Airport,3577,Seattle Tacoma International Airport,40601,1178443
2193,6579,3867,John Wayne Airport-Orange County Airport,3670,Dallas Fort Worth International Airport,73354,2279734
2194,6580,3867,John Wayne Airport-Orange County Airport,3830,Chicago O'Hare International Airport,103974,3251101
2195,6581,3867,John Wayne Airport-Orange County Airport,3720,Portland International Airport,55795,1628133
2196,6582,3867,John Wayne Airport-Orange County Airport,3462,Phoenix Sky Harbor International Airport,19661,588965
2197,6583,3867,John Wayne Airport-Orange County Airport,3577,Seattle Tacoma International Airport,64121,1870638
2198,6585,3680,Sheppard Air Force Base-Wichita Falls Municipal Airport,3670,Dallas Fort Worth International Airport,7001,199456
2199,6586,4067,Sarasota Bradenton International Airport,3876,Charlotte Douglas International Airport,33731,1016837
2200,6587,4067,Sarasota Bradenton International Airport,3520,Ronald Reagan Washington National Airport,49971,1529510
2201,6590,3678,St Louis Lambert International Airport,3876,Charlotte Douglas International Airport,40798,1170809
2202,6591,3678,St Louis Lambert International Airport,3520,Ronald Reagan Washington National Airport,45561,1332749
2203,6592,3678,St Louis Lambert International Airport,3670,Dallas Fort Worth International Airport,34776,1020052
2204,6593,3678,St Louis Lambert International Airport,3484,Los Angeles International Airport,96117,2970326
2205,6594,3678,St Louis Lambert International Airport,3697,La Guardia Airport,54040,1574615
2206,6595,3678,St Louis Lambert International Airport,3576,Miami International Airport,64265,1977364
2207,6596,3678,St Louis Lambert International Airport,3830,Chicago O'Hare International Airport,16403,493437
2208,6597,3678,St Louis Lambert International Airport,3752,Philadelphia International Airport,48784,1450029
2209,6598,3678,St Louis Lambert International Airport,3462,Phoenix Sky Harbor International Airport,76661,2350022
2210,6599,3678,St Louis Lambert International Airport,3570,Pittsburgh International Airport,32757,964591
2211,6600,3678,St Louis Lambert International Airport,3577,Seattle Tacoma International Airport,109017,3339486
2212,6602,6992,Charles M. Schulz Sonoma County Airport,3484,Los Angeles International Airport,24354,707969
2213,6603,6992,Charles M. Schulz Sonoma County Airport,3731,San Diego International Airport,30682,893261
2214,6609,3753,Sioux Gateway Col. Bud Day Field,3830,Chicago O'Hare International Airport,26378,749683
2215,6611,3661,Stewart International Airport,3752,Philadelphia International Airport,9446,262475
2216,6629,3745,Syracuse Hancock International Airport,3448,General Edward Lawrence Logan International Airport,16883,505042
2217,6630,3745,Syracuse Hancock International Airport,3876,Charlotte Douglas International Airport,39781,1185802
2218,6631,3745,Syracuse Hancock International Airport,3520,Ronald Reagan Washington National Airport,21740,617207
2219,6632,3745,Syracuse Hancock International Airport,3830,Chicago O'Hare International Airport,37400,1114801
2220,6633,3745,Syracuse Hancock International Airport,3752,Philadelphia International Airport,14757,429738
2221,6635,3698,Tallahassee Regional Airport,3876,Charlotte Douglas International Airport,28265,731189
2222,6636,3698,Tallahassee Regional Airport,3520,Ronald Reagan Washington National Airport,45106,1409928
2223,6637,3698,Tallahassee Regional Airport,3670,Dallas Fort Worth International Airport,45517,1368428
2224,6638,3698,Tallahassee Regional Airport,3576,Miami International Airport,25602,792441
2225,6641,4040,Toledo Express Airport,3830,Chicago O'Hare International Airport,13641,389236
2226,6642,3646,Tampa International Airport,3876,Charlotte Douglas International Airport,31195,946668
2227,6643,3646,Tampa International Airport,3520,Ronald Reagan Washington National Airport,47435,1459341
2228,6644,3646,Tampa International Airport,3670,Dallas Fort Worth International Airport,59196,1817352
2229,6645,3646,Tampa International Airport,3797,John F Kennedy International Airport,61231,1846551
2230,6646,3646,Tampa International Airport,502,London Gatwick Airport,\N,\N
2231,6647,3646,Tampa International Airport,3576,Miami International Airport,14536,452698
2232,6648,3646,Tampa International Airport,3830,Chicago O'Hare International Airport,62563,1932163
2233,6649,3646,Tampa International Airport,3752,Philadelphia International Airport,54992,1668491
2234,6650,3646,Tampa International Airport,3462,Phoenix Sky Harbor International Airport,110343,3478299
2235,6653,4116,Tri-Cities Regional TN/VA Airport,3876,Charlotte Douglas International Airport,11379,252410
2236,6655,3855,Tulsa International Airport,3670,Dallas Fort Worth International Airport,14854,429330
2237,6656,3855,Tulsa International Airport,3576,Miami International Airport,74649,2324223
2238,6657,3855,Tulsa International Airport,3830,Chicago O'Hare International Airport,35808,1104099
2239,6658,3636,Tucson International Airport,3670,Dallas Fort Worth International Airport,48265,1507856
