,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
146,\N,\N,5240987,\N,6427537,\N,4720961,4666695,\N,2611014,1732874,5643467,\N,\N,\N,\N,\N,3468864,4720961,\N,\N,\N,2565503,3136403,\N,\N,3143111,3714010,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,885546,783567,755773,842311,1483974,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2743904,\N,\N,\N,914688,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
147,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3117270,4661152,\N,5269244,\N,\N,\N,\N,\N,\N,\N,1525937,\N,\N,\N,\N,\N,\N,\N,\N,3118163,2899764,2615194,2336813,4442322,2361856,2083476,1911812,1360296,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1391712,2797613,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5260457,2674950,\N,\N,\N,\N,\N,\N,\N,2147258,\N,2784813,4886133,4127925,5430260,5070056,2844753,4756126,4544856,5327025,1317092,2846331,\N,1323219,2358892,\N,\N,\N,\N,\N
148,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1567714,2565503,3136403,\N,\N,\N,\N,\N,\N,\N,\N,5244579,4884375,2659072,4540595,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2082402,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6188244,3602736,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2717921,4099736,3739532,1514229,3143111,3301883,3714010,3387721,\N,\N,\N,\N,\N,1546430,767839,2403179,\N
149,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1825320,\N,1537108,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7521918,7159778,6799574,4574271,7205646,6339387,6485644,6106714,6455794,6274374,\N,\N,\N,\N,\N,\N,\N,2768093,4454985,1869478,2519631,3504492,3090530,1447281,\N,3140211,5453201,2867694,5499069,4779067,4749217,5349966,5398936,2813429,4694952,\N,3252371,5017668,2432161,1939430,4734493,2512838,6375708,6015503,3790201,5490304,\N,\N,\N,\N,1229091,819718,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1069240
150,\N,3051275,\N,\N,1086685,\N,\N,\N,1514915,\N,\N,\N,1985084,2018694,3901828,3649975,2614392,2375700,1027928,1384727,2611437,2195668,2380240,687670,691888,890105,711137,1284600,837531,1649460,1166328,1350988,1828429,529191,510142,2920182,608430,978493,2967094,4590707,597326,1372268,4761342,2315113,4794902,3946394,2054610,3507467,497177,241737,1535994,1726170,1371984,1569794,2090696,\N,1763889,3395170,2547460,1255473,2120895,1473110,2708886,1525937,779677,882049,482201,684105,2391397,2215801,385902,780070,752276,2434385,4061921,799318,1471052,2082109,843482,806761,522515,4232556,1215776,1902153,1893123,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
151,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1539149,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1595488,\N,\N,\N,\N,\N,\N,\N,4302552,2947467,4556473,\N,\N,\N,\N,\N,\N,\N,\N,\N,5792400,4472355,3117270,5476128,4726276,4544856,5298068,4127579,\N,1155723,4473933,3118848,4727854,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1735594,1936956,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
152,\N,2931589,4570445,4540595,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5230339,3875253,5484259,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3141831,1834750,3395752,3301883,2514563,5269244,\N,1750206,936046,\N,\N,\N,\N,1749795,1470684,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1809624,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4846788,6455794,\N,\N,\N,\N,2037359,3504492,1891083,1651058,\N,\N,\N,\N,3140211
153,5092997,2867694,5499069,4779067,4400138,4749217,5349966,4694952,\N,\N,\N,\N,4059763,2611014,1939430,4734493,1922933,5417803,4062718,6421576,5671724,\N,\N,\N,\N,\N,\N,\N,1432868,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4932797,\N,\N,\N,\N,1265538,\N,\N,\N,\N,2715724,1732866,1527994,416567,1474644,718580,975745,1562312,951516,2744587,914688,613634,597326,2649815,1372268,746644,3550116,2492560,2998892,2460919,1220036,769228,2215801,815626,4061921,799318,2396478,843482,806761,1384357,2456438,\N,\N,\N,\N,4074428,4076006,\N,2743904,3661836,\N,\N,767839,\N,4074428,2797388,\N,\N,\N,\N
154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2743904,1997514,\N,1502293,956674,671535,4756126,5327025,3090530,2512838,\N,\N,4074428,\N,\N,\N,\N,\N,\N,\N,\N,2337964,2778811,2715724,2699283,1355465,3118163,2899764,2348493,2744587,2615194,613634,4149860,597326,2649815,1999838,1372268,3550116,\N,\N,2019650,2054610,\N,\N,3507467,2225780,1535994,2116045,2739105,2380532,2998892,3875112,2083159,2524006,4446442,2547460,2460919,2444478,2599162,2120895,2073321,4442322,1525937,793923,2215801,385902,2361856,815626,3621074,4061921,799318,2083476,2396478,1471052,1480477,843482,2357317,2153993,\N,\N,\N,2673785,3050216,2894857,2419247,2565503
155,3190322,3121481,2475959,1936956,1286133,3086190,3168199,2717921,2996854,3143111,3046673,3301883,2514563,2995729,2832013,3204934,\N,2502248,2839085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
