0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
48764,70746,46879,21292,27906,\N,103611,96396,147873,175589,68830,44468,86745,78673,66298,48249,71060,44609,52074,\N,46214,113770,86734,28165,90767,82619,89161,76304,81013,78303,84747,53439,78103,72753,72127,6627,6813,\N,\N,\N,101615,108615,93064,111753,97426,97667,116356,107592,\N,89765,109800,109082,114235,115071,99297,115824,94277,118807,76684,95373,110855,50671,114916,117377,9202,9231,6162,6114,3922,13331,12896,13386,11221,\N,15825,25499,5442,18175,20045,5410,13399,13736,\N,25764,5581,20289,25560,13031,20510,14457,36288,28053,19609,21280,12955,25265,14750,7000,16006,24010
10936,13101,5397,20243,15797,14476,13574,35872,15302,16079,10809,11203,28152,6983,23900,19539,21138,14677,10888,10784,18194,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,50948,96079,146667,120224,54529,114017,80029,18344,111790,55083,\N,\N,\N,\N,\N,\N,\N,57648,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,59870,\N,\N,\N,\N,\N,168298,124696,175576,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,216094,171339,127737,205060,178617
176428,198822,162072,\N,39140,175633,132031,182911,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,65779,97989,77145,115327,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,127691,178571,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
227492,183890,234770,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,112946,69360,115927,120224,118491,95083,222728,\N,65766,33175,\N,\N,\N,\N,65429,57108,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,69973,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,234919,285799,\N,\N,\N,\N,\N,78177,127308,75793,91080,115694,61376,\N,\N,\N,139682,190562,190759,\N,\N,\N,\N,\N,171552,123883,79053,169213,78089
237641,194038,271361,244918,\N,\N,\N,\N,\N,\N,\N,52794,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,202873,\N,46141,\N,\N,\N,\N,\N,\N,\N,\N,107679,75839,90510,90554,60272,52955,15284,50193,25169,33387,53079,33135,92427,31207,22054,21284,86827,46017,25818,118395,69290,70885,113604,17684,85319,9019,99392,131871,67552,82223,86372,82267,84548,41696,29873,74657,28833,116616,131287,28063,68973,78677,28247,27578,50902,101964,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,66401,133024,119926,89654,86647,35832
87140,81837,80190,24210,32152,31834,25655,43131,55264,45756,61601,18592,18012,33135,94868,21107,85584,33668,99440,134386,149057,21284,77123,46017,155126,77116,156973,\N,69290,70885,\N,113604,17684,9019,53499,58128,45506,54217,\N,58114,129742,111639,67552,82223,86372,46247,78360,59287,50644,26238,40651,29621,28096,16527,41696,22888,26941,29873,77099,74657,13437,26816,77434,29445,81756,28248,28833,116616,131287,28063,52602,68973,23354,78677,31708,48450,67973,28247,27578,116542,17697,43316,9309,78358,133612,134280,137356,40790,13271,72134,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,157882,162176,\N,\N,\N,\N,\N,\N,\N,99309,157837,\N,\N,\N,\N,\N,\N,214035,\N,\N,\N,\N,99489,66604,\N,\N,\N,\N,\N,\N,265064,111707,158095,224184,\N,\N,\N,66140,50644,\N,\N,\N,\N,\N,\N,\N,121265,\N,157882,216094,186830,171783,205060,182915,167428,176352,179489,184806,162176,\N,99309,108844,97989,94741,114909,117046,115327,117736,\N,\N,\N,99489,69360,128437,132376,60322,146667,111359,115927,109035,120224,118491,54529,134984,\N,126721,66604,93664,80029,18344
77951,111707,96636,91080,115694,112230,158095,79053,99178,97459,104881,\N,66140,122807,109344,\N,\N,97989,115327,56393,115927,77951,96636,91080,115694,79053,73070,99178,97459,49031,20677,70885,17684,9019,42796,16253,122807,109344,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,182870,178571,\N,\N,\N,139682,214987,202714,130660,217005,194860,179373,190562,188374,213918,217202,190759,237641,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,22054,28833,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,157882,\N,\N,\N,\N,\N,\N,99309,99489,146667,120224,66604,\N,265064,\N,\N,\N,22054,13437,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,216094,177409,205060,167428,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,261213,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,243710
233729,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,69360,120224,65766,\N,\N,\N,\N,244918,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,118715,60322,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
\N,\N,182870,\N,\N,\N,\N,\N,323275,310224,297950,225896,312242,285530,290097,274610,285799,283610,275285,\N,\N,\N,\N,\N,159103,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,92523,102208,\N,\N,\N,\N,\N,\N,\N,154841,179874,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,157882,216094,174017,186830,171783,205060,182915,167428,176352,179489,184806,162176,\N,\N
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,99309,108844,97989,94741,114909,110514,117736,\N,\N,\N,\N,\N,\N,\N,157837,205014,182870,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,214035,261213,239068,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,99489,69360,128437,132376,60322,146667,111359,115927,109035,120224,118491,54529,134984,201994,\N,66604,93664,80029,18344
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,265064,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,111707,96636,112230,\N,169828,170024,\N,\N,\N,\N,\N,158095,104881,224184,271361,249216,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,182139,\N,\N,\N,\N,\N,\N,90510,70327,46954,28321,42274,66140,31207,22054,21284,66219,\N,69290,94277,113604,9019,52041,72647,26179,51797,99392,131871,67552,82223,67045,86372,46464
50644,26941,13437,77434,28833,116616,28063,68973,48450,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,46017,28247,186565,162323,154535,198822,189407,161577,166617,218476,\N,\N,\N,\N,\N,\N,\N,103530,127308,112018,123252,169213,228625,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,157882,116933,193660,162323,176080,179908,113110,\N,\N,\N,\N,54529,114017,\N,\N,\N,\N,\N,123252,76907
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,120224,\N,\N,\N,\N,285799,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,157882,162176,\N,\N,\N,\N,\N,\N,\N,99309,\N,\N,\N,\N,\N,\N,\N,\N,\N,99489,66604,\N,111707,158095,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,178617,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,156973,\N,\N,\N,\N,\N,127737,186830,177409,177363,\N,\N
\N,\N,221520,\N,284591,\N,189354,189551,\N,123883,73070,243710,\N,\N,\N,\N,\N,122093,189354,\N,\N,\N,97989,117046,\N,\N,115927,134984,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,30254,27448,30077,28587,52709,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,99489,\N,\N,\N,31207,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,127737,176352,\N,222728,\N,\N,\N,\N,\N,\N,\N,50644,\N,\N,\N,\N,\N,\N,\N,\N,104260,97086,85584,77123,176258,77434,68973,77215,52693,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,53355,102208,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,200001,115674,\N,\N,\N,\N,\N,\N,\N,90095,\N,116933,186565,162323,203042,190768,118715,182915,176428,201972,44050,123009,\N,49168,83232,\N,\N,\N,\N,\N
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,60141,97989,117046,\N,\N,\N,\N,\N,\N,\N,\N,202997,190723,118669,178571,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,88085,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,259195,174868,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,101901,144649,132376,60322,115927,118491,134984,162826,\N,\N,\N,\N,\N,59252,27437,82306,\N
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,74639,\N,60950,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,323275,310224,297950,225896,312242,285530,290097,274610,285799,283610,\N,\N,\N,\N,\N,\N,\N,103530,156867,72540,96636,127308,115694,54862,\N,139682,214987,130660,217005,194860,190562,213918,215184,130857,190759,\N,123252,203255,118927,79053,169213,99178,269343,257070,185016,242730,\N,\N,\N,\N,46279,30436,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,41153
\N,142971,\N,\N,41185,\N,\N,\N,60704,\N,\N,\N,80713,66401,133024,119926,89654,86647,35832,48220,87140,81837,80190,24210,24407,31834,25655,43131,28675,55264,41047,45756,61601,18592,18012,94868,21107,33668,99440,149057,21284,46017,155126,77116,156973,130641,70885,113604,17684,9019,53499,58128,45506,54217,71124,\N,58114,111639,86372,46247,78360,59287,120219,50644,26238,29621,16527,22888,77099,74657,13437,26816,29445,81756,131287,28063,48450,67973,28247,27578,17697,137356,40790,75740,74042,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,57648,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,59870,\N,\N,\N,\N,\N,\N,\N,168298,124696,175576,\N,\N,\N,\N,\N,\N,\N,\N,\N,216094,171339,127737,205060,178617,176428,198822,162072,\N,39140,175633,132031,182911,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,65779,77145,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
\N,127691,182870,178571,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,227492,183890,234770,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,112946,69360,120224,118491,95083,222728,\N,65766,33175,\N,\N,\N,\N,65429,57108,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,69973,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,234919,285799,\N,\N,\N,\N,78177,127308,75793,61376,\N,\N,\N,\N,139682
202714,130660,217005,194860,179373,190562,213918,190759,\N,\N,\N,\N,171552,123883,79053,169213,78089,237641,194038,271361,244918,\N,\N,\N,\N,\N,\N,\N,52794,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,202873,\N,\N,\N,\N,46141,\N,\N,\N,\N,90554,60272,52955,15284,50193,25169,33387,53079,33135,92427,31207,22054,21284,86827,46017,25818,118395,85319,99392,82267,41696,29873,74657,28833,131287,28063,78677,28247,27578,50902,101964,\N,\N,\N,\N,157882,162176,\N,99489,158095,\N,\N,27437,\N,157882,99309,\N,\N,\N,\N
\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,99489,66604,\N,58556,41881,27838,182915,201972,115694,99178,\N,\N,157882,\N,\N,\N,\N,\N,\N,\N,\N,75839,90510,90554,89649,46954,104260,97086,76595,92427,85584,22054,134386,21284,86827,66219,46017,118395,\N,\N,69290,70885,\N,\N,113604,76379,53499,72647,92100,78385,99392,131871,67552,82223,147508,86372,82267,81362,84548,78360,76524,176258,50644,26941,74657,13437,77434,28833,116616,131287,28063,68973,78677,48450,52077,28247,78358,72134,\N,\N,\N,97313,108652,108844,93421,97989
114561,116279,94741,77145,50948,115327,117736,101901,111359,115927,109035,118491,95083,110370,107664,114548,\N,89874,99684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
