,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA
10005,3660,Bill & Hillary Clinton National Airport/Adams Field,3566,William P Hobby Airport,25097,712112,LIT,HOU
10006,3660,Bill & Hillary Clinton National Airport/Adams Field,3877,McCarran International Airport,74352,2339630,LIT,LAS
10007,3660,Bill & Hillary Clinton National Airport/Adams Field,3747,Chicago Midway International Airport,34389,1023605,LIT,MDW
10008,3660,Bill & Hillary Clinton National Airport/Adams Field,3462,Phoenix Sky Harbor International Airport,67856,2090926,LIT,PHX
10009,3652,Midland International Airport,3502,Dallas Love Field,18327,553447,MAF,DAL
10010,3652,Midland International Airport,3566,William P Hobby Airport,28202,800472,MAF,HOU
10011,3652,Midland International Airport,3877,McCarran International Airport,50948,1563970,MAF,LAS
10012,3458,Kansas City International Airport,4019,Albuquerque International Sunport,44579,1292456,MCI,ABQ
10013,3458,Kansas City International Airport,3682,Hartsfield Jackson Atlanta International Airport,44127,1332689,MCI,ATL
10014,3458,Kansas City International Airport,3690,Nashville International Airport,30725,932902,MCI,BNA
10015,3458,Kansas City International Airport,3448,General Edward Lawrence Logan International Airport,76756,2337654,MCI,BOS
10016,3458,Kansas City International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,58262,1737982,MCI,BWI
10017,3458,Kansas City International Airport,3502,Dallas Love Field,28799,901778,MCI,DAL
10018,3458,Kansas City International Airport,3520,Ronald Reagan Washington National Airport,58626,1735569,MCI,DCA
10019,3458,Kansas City International Airport,3751,Denver International Airport,30347,968226,MCI,DEN
10020,3458,Kansas City International Airport,3533,Fort Lauderdale Hollywood International Airport,76288,2358491,MCI,FLL
10021,3458,Kansas City International Airport,3566,William P Hobby Airport,42114,1210892,MCI,HOU
10022,3458,Kansas City International Airport,3585,Indianapolis International Airport,25990,790292,MCI,IND
10023,3458,Kansas City International Airport,3877,McCarran International Airport,70171,2203465,MCI,LAS
10024,3458,Kansas City International Airport,3484,Los Angeles International Airport,84842,2644312,MCI,LAX
10025,3458,Kansas City International Airport,3878,Orlando International Airport,66307,2037669,MCI,MCO
10026,3458,Kansas City International Airport,3747,Chicago Midway International Airport,26950,810670,MCI,MDW
10027,3458,Kansas City International Airport,3717,General Mitchell International Airport,29571,908752,MCI,MKE
10028,3458,Kansas City International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,22756,698934,MCI,MSP
10029,3458,Kansas City International Airport,3861,Louis Armstrong New Orleans International Airport,46093,1373258,MCI,MSY
10030,3458,Kansas City International Airport,3453,Metropolitan Oakland International Airport,93347,2883505,MCI,OAK
10031,3458,Kansas City International Airport,3720,Portland International Airport,92310,2859431,MCI,PDX
10032,3458,Kansas City International Airport,3462,Phoenix Sky Harbor International Airport,66945,1956415,MCI,PHX
10033,3458,Kansas City International Airport,3731,San Diego International Airport,85681,2517103,MCI,SAN
10034,3458,Kansas City International Airport,3678,St Louis Lambert International Airport,13632,409460,MCI,STL
10035,3458,Kansas City International Airport,3646,Tampa International Airport,66982,2061676,MCI,TPA
10036,3878,Orlando International Airport,3864,Albany International Airport,64879,1990002,MCO,ALB
10037,3878,Orlando International Airport,3682,Hartsfield Jackson Atlanta International Airport,22467,710031,MCO,ATL
10038,3878,Orlando International Airport,3673,Austin Bergstrom International Airport,58286,1816771,MCO,AUS
10039,3878,Orlando International Airport,3825,Bradley International Airport,64533,1960879,MCO,BDL
10040,3878,Orlando International Airport,3811,Birmingham-Shuttlesworth International Airport,30229,949167,MCO,BHM
10041,3878,Orlando International Airport,3690,Nashville International Airport,35909,1118505,MCO,BNA
10042,3878,Orlando International Airport,3448,General Edward Lawrence Logan International Airport,69164,2098328,MCO,BOS
10043,3878,Orlando International Airport,3820,Buffalo Niagara International Airport,63677,1931441,MCO,BUF
10044,3878,Orlando International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,46325,1442210,MCO,BWI
10045,3878,Orlando International Airport,4112,Akron Canton Regional Airport,52849,1617527,MCO,CAK
10046,3878,Orlando International Airport,3876,Charlotte Douglas International Airport,27897,874231,MCO,CLT
10047,3878,Orlando International Airport,3759,John Glenn Columbus International Airport,51730,1560549,MCO,CMH
10048,3878,Orlando International Airport,3627,James M Cox Dayton International Airport,50316,1565728,MCO,DAY
10049,3878,Orlando International Airport,3751,Denver International Airport,94765,2960873,MCO,DEN
10050,3878,Orlando International Airport,3875,Key West International Airport,23061,620936,MCO,EYW
10051,3878,Orlando International Airport,4089,Bishop International Airport,62372,1944754,MCO,FNT
10052,3878,Orlando International Airport,3685,Gerald R. Ford International Airport,65088,2000781,MCO,GRR
10053,3878,Orlando International Airport,3566,William P Hobby Airport,50382,1572040,MCO,HOU
10054,3878,Orlando International Airport,3585,Indianapolis International Airport,51312,1592541,MCO,IND
10055,3878,Orlando International Airport,3857,Long Island Mac Arthur Airport,60815,1842302,MCO,ISP
10056,3878,Orlando International Airport,3580,Jackson-Medgar Wiley Evers International Airport,36831,1122871,MCO,JAN
10057,3878,Orlando International Airport,3877,McCarran International Airport,120629,3718418,MCO,LAS
10058,3878,Orlando International Airport,3458,Kansas City International Airport,66118,2039730,MCO,MCI
10059,3878,Orlando International Airport,3747,Chicago Midway International Airport,61231,1881307,MCO,MDW
10060,3878,Orlando International Airport,3473,Memphis International Airport,42469,1321048,MCO,MEM
10061,3878,Orlando International Airport,4011,Manchester-Boston Regional Airport,70675,2143150,MCO,MHT
10062,3878,Orlando International Airport,3717,General Mitchell International Airport,65318,2017896,MCO,MKE
10063,3878,Orlando International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,81856,2462027,MCO,MSP
10064,3878,Orlando International Airport,3861,Louis Armstrong New Orleans International Airport,33384,1060075,MCO,MSY
10065,3878,Orlando International Airport,3611,Norfolk International Airport,40503,1254232,MCO,ORF
10066,3878,Orlando International Airport,3752,Philadelphia International Airport,51695,1596054,MCO,PHL
10067,3878,Orlando International Airport,3462,Phoenix Sky Harbor International Airport,109618,3454266,MCO,PHX
10068,3878,Orlando International Airport,3570,Pittsburgh International Airport,52570,1593394,MCO,PIT
10069,3878,Orlando International Airport,3641,Theodore Francis Green State Airport,66901,2032073,MCO,PVD
10070,3878,Orlando International Airport,3626,Raleigh Durham International Airport,31823,1005258,MCO,RDU
10071,3878,Orlando International Airport,3608,Richmond International Airport,38414,1217425,MCO,RIC
10072,3878,Orlando International Airport,3622,Greater Rochester International Airport,65834,2009618,MCO,ROC
10073,3878,Orlando International Airport,3621,San Antonio International Airport,60426,1888007,MCO,SAT
10074,3878,Orlando International Airport,4014,Louisville International Standiford Field,44851,1392312,MCO,SDF
10075,3878,Orlando International Airport,3678,St Louis Lambert International Airport,52711,1632089,MCO,STL
10076,3747,Chicago Midway International Airport,4019,Albuquerque International Sunport,69228,2144147,MDW,ABQ
10077,3747,Chicago Midway International Airport,3864,Albany International Airport,43937,1317557,MDW,ALB
10078,3747,Chicago Midway International Airport,3682,Hartsfield Jackson Atlanta International Airport,39255,1172166,MDW,ATL
10079,3747,Chicago Midway International Airport,3673,Austin Bergstrom International Airport,60280,1799821,MDW,AUS
10080,3747,Chicago Midway International Airport,3825,Bradley International Airport,49539,1466071,MDW,BDL
10081,3747,Chicago Midway International Airport,3811,Birmingham-Shuttlesworth International Airport,35603,1079568,MDW,BHM
10082,3747,Chicago Midway International Airport,6962,Branson Airport,29483,884874,MDW,BKG
10083,3747,Chicago Midway International Airport,3690,Nashville International Airport,25854,772379,MDW,BNA
10084,3747,Chicago Midway International Airport,3448,General Edward Lawrence Logan International Airport,53132,1591597,MDW,BOS
10085,3747,Chicago Midway International Airport,3820,Buffalo Niagara International Airport,29634,873873,MDW,BUF
10086,3747,Chicago Midway International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,38360,1138280,MDW,BWI
10087,3747,Chicago Midway International Airport,3806,Charleston Air Force Base-International Airport,50312,1463043,MDW,CHS
10088,3747,Chicago Midway International Airport,3486,Cleveland Hopkins International Airport,18659,544396,MDW,CLE
10089,3747,Chicago Midway International Airport,3876,Charlotte Douglas International Airport,42312,1226218,MDW,CLT
10090,3747,Chicago Midway International Airport,3759,John Glenn Columbus International Airport,20037,588186,MDW,CMH
10091,3747,Chicago Midway International Airport,3751,Denver International Airport,51266,1599727,MDW,DEN
10092,3747,Chicago Midway International Airport,3729,Des Moines International Airport,18486,545502,MDW,DSM
10093,3747,Chicago Midway International Airport,3645,Detroit Metropolitan Wayne County Airport,14581,433404,MDW,DTW
10094,3747,Chicago Midway International Airport,3494,Newark Liberty International Airport,42902,1273277,MDW,EWR
10095,3747,Chicago Midway International Airport,3533,Fort Lauderdale Hollywood International Airport,71416,2197968,MDW,FLL
10096,3747,Chicago Midway International Airport,4034,Greenville Spartanburg International Airport,40864,1168980,MDW,GSP
10097,3747,Chicago Midway International Airport,3566,William P Hobby Airport,59135,1727140,MDW,HOU
10098,3747,Chicago Midway International Airport,3714,Washington Dulles International Airport,38295,1118914,MDW,IAD
10099,3747,Chicago Midway International Airport,3457,Wichita Eisenhower National Airport,36965,1132984,MDW,ICT
10100,3747,Chicago Midway International Airport,3580,Jackson-Medgar Wiley Evers International Airport,39798,1191948,MDW,JAN
10101,3747,Chicago Midway International Airport,3712,Jacksonville International Airport,56942,1735015,MDW,JAX
10102,3747,Chicago Midway International Airport,3877,McCarran International Airport,90784,2829404,MDW,LAS
10103,3747,Chicago Midway International Airport,3484,Los Angeles International Airport,105455,3270252,MDW,LAX
10104,3747,Chicago Midway International Airport,3697,La Guardia Airport,44262,1297186,MDW,LGA
10105,3747,Chicago Midway International Airport,3660,Bill & Hillary Clinton National Airport/Adams Field,34313,1020291,MDW,LIT
10106,3747,Chicago Midway International Airport,3458,Kansas City International Airport,27052,810876,MDW,MCI
10107,3747,Chicago Midway International Airport,3878,Orlando International Airport,61435,1877145,MDW,MCO
10108,3747,Chicago Midway International Airport,3473,Memphis International Airport,29249,866638,MDW,MEM
10109,3747,Chicago Midway International Airport,4011,Manchester-Boston Regional Airport,54642,1636419,MDW,MHT
10110,3747,Chicago Midway International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,22309,668357,MDW,MSP
10111,3747,Chicago Midway International Airport,3861,Louis Armstrong New Orleans International Airport,48033,1462564,MDW,MSY
10112,3747,Chicago Midway International Airport,3453,Metropolitan Oakland International Airport,111057,3428775,MDW,OAK
10113,3747,Chicago Midway International Airport,3863,Will Rogers World Airport,41678,1278432,MDW,OKC
10114,3747,Chicago Midway International Airport,3454,Eppley Airfield,25123,755829,MDW,OMA
10115,3747,Chicago Midway International Airport,3734,Ontario International Airport,102585,3188286,MDW,ONT
10116,3747,Chicago Midway International Airport,3611,Norfolk International Airport,48326,1428627,MDW,ORF
10117,3747,Chicago Midway International Airport,3720,Portland International Airport,110019,3404701,MDW,PDX
10118,3747,Chicago Midway International Airport,3752,Philadelphia International Airport,41594,1239030,MDW,PHL
10119,3747,Chicago Midway International Airport,3462,Phoenix Sky Harbor International Airport,91594,2808106,MDW,PHX
10120,3747,Chicago Midway International Airport,3570,Pittsburgh International Airport,24686,732711,MDW,PIT
10121,3747,Chicago Midway International Airport,3641,Theodore Francis Green State Airport,52608,1554965,MDW,PVD
10122,3747,Chicago Midway International Airport,3626,Raleigh Durham International Airport,44312,1286376,MDW,RDU
10123,3747,Chicago Midway International Airport,3807,Reno Tahoe International Airport,98637,3076542,MDW,RNO
10124,3747,Chicago Midway International Airport,3622,Greater Rochester International Airport,32819,969704,MDW,ROC
10125,3747,Chicago Midway International Airport,3793,Southwest Florida International Airport,68335,2104476,MDW,RSW
10126,3747,Chicago Midway International Airport,3731,San Diego International Airport,107779,3345408,MDW,SAN
10127,3747,Chicago Midway International Airport,3621,San Antonio International Airport,63916,1907206,MDW,SAT
10128,3747,Chicago Midway International Airport,4014,Louisville International Standiford Field,17015,494615,MDW,SDF
10129,3747,Chicago Midway International Airport,3577,Seattle Tacoma International Airport,108139,3342396,MDW,SEA
10130,3747,Chicago Midway International Airport,3469,San Francisco International Airport,111524,3440886,MDW,SFO
10131,3747,Chicago Midway International Airport,3748,Norman Y. Mineta San Jose International Airport,112599,3470522,MDW,SJC
10132,3747,Chicago Midway International Airport,3536,Salt Lake City International Airport,72933,2256011,MDW,SLC
10133,3747,Chicago Midway International Airport,3817,Sacramento International Airport,106658,3294478,MDW,SMF
10134,3747,Chicago Midway International Airport,3678,St Louis Lambert International Airport,15839,477815,MDW,STL
10135,3747,Chicago Midway International Airport,3646,Tampa International Airport,62111,1901152,MDW,TPA
10136,3747,Chicago Midway International Airport,3855,Tulsa International Airport,35531,1089662,MDW,TUL
10137,3747,Chicago Midway International Airport,3636,Tucson International Airport,91204,2789285,MDW,TUS
10138,3473,Memphis International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,48390,1466066,MEM,BWI
10139,3473,Memphis International Airport,3566,William P Hobby Airport,32936,943780,MEM,HOU
10140,3473,Memphis International Airport,3878,Orlando International Airport,42665,1318395,MEM,MCO
10141,3473,Memphis International Airport,3747,Chicago Midway International Airport,29240,860910,MEM,MDW
10142,3473,Memphis International Airport,3646,Tampa International Airport,43341,1342402,MEM,TPA
10143,4011,Manchester-Boston Regional Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,24795,709133,MHT,BWI
10144,4011,Manchester-Boston Regional Airport,3878,Orlando International Airport,71058,2146927,MHT,MCO
10145,4011,Manchester-Boston Regional Airport,3747,Chicago Midway International Airport,54576,1636374,MHT,MDW
10146,4011,Manchester-Boston Regional Airport,3646,Tampa International Airport,74219,2217444,MHT,TPA
10147,3717,General Mitchell International Airport,3682,Hartsfield Jackson Atlanta International Airport,43274,1309655,MKE,ATL
10148,3717,General Mitchell International Airport,3448,General Edward Lawrence Logan International Airport,57422,1719706,MKE,BOS
10149,3717,General Mitchell International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,42650,1266389,MKE,BWI
10150,3717,General Mitchell International Airport,3520,Ronald Reagan Washington National Airport,43014,1263976,MKE,DCA
10151,3717,General Mitchell International Airport,3751,Denver International Airport,52759,1658535,MKE,DEN
10152,3717,General Mitchell International Airport,3533,Fort Lauderdale Hollywood International Airport,75435,2335458,MKE,FLL
10153,3717,General Mitchell International Airport,3877,McCarran International Airport,92277,2888213,MKE,LAS
10154,3717,General Mitchell International Airport,3484,Los Angeles International Airport,106948,3329060,MKE,LAX
10155,3717,General Mitchell International Airport,3697,La Guardia Airport,48553,1425294,MKE,LGA
10156,3717,General Mitchell International Airport,3458,Kansas City International Airport,29536,907688,MKE,MCI
10157,3717,General Mitchell International Airport,3878,Orlando International Airport,65454,2014635,MKE,MCO
10158,3717,General Mitchell International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,17956,547954,MKE,MSP
10159,3717,General Mitchell International Airport,3861,Louis Armstrong New Orleans International Airport,51920,1602101,MKE,MSY
10160,3717,General Mitchell International Airport,3462,Phoenix Sky Harbor International Airport,95427,2932456,MKE,PHX
10161,3717,General Mitchell International Airport,3793,Southwest Florida International Airport,72353,2241965,MKE,RSW
10162,3717,General Mitchell International Airport,3577,Seattle Tacoma International Airport,103786,3221993,MKE,SEA
10163,3717,General Mitchell International Airport,3469,San Francisco International Airport,113016,3499695,MKE,SFO
10164,3717,General Mitchell International Airport,3678,St Louis Lambert International Airport,19672,602164,MKE,STL
10165,3717,General Mitchell International Airport,3646,Tampa International Airport,66130,2038642,MKE,TPA
10166,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3682,Hartsfield Jackson Atlanta International Airport,59361,1830430,MSP,ATL
10167,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3751,Denver International Airport,45999,1450373,MSP,DEN
10168,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3458,Kansas City International Airport,22775,699526,MSP,MCI
10169,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3878,Orlando International Airport,81541,2535410,MSP,MCO
10170,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3747,Chicago Midway International Airport,22160,675834,MSP,MDW
10171,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3717,General Mitchell International Airport,17915,553394,MSP,MKE
10172,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3462,Phoenix Sky Harbor International Airport,88801,2636880,MSP,PHX
10173,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3678,St Louis Lambert International Airport,29294,829619,MSP,STL
10174,3861,Louis Armstrong New Orleans International Airport,3682,Hartsfield Jackson Atlanta International Airport,23875,755117,MSY,ATL
10175,3861,Louis Armstrong New Orleans International Airport,3673,Austin Bergstrom International Airport,25959,787185,MSY,AUS
10176,3861,Louis Armstrong New Orleans International Airport,3690,Nashville International Airport,28134,878069,MSY,BNA
10177,3861,Louis Armstrong New Orleans International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,59462,1818193,MSY,BWI
10178,3861,Louis Armstrong New Orleans International Airport,3502,Dallas Love Field,26481,806707,MSY,DAL
10179,3861,Louis Armstrong New Orleans International Airport,3751,Denver International Airport,68103,2034774,MSY,DEN
10180,3861,Louis Armstrong New Orleans International Airport,3494,Newark Liberty International Airport,68844,2100297,MSY,EWR
10181,3861,Louis Armstrong New Orleans International Airport,3875,Key West International Airport,55484,1658548,MSY,EYW
10182,3861,Louis Armstrong New Orleans International Airport,3533,Fort Lauderdale Hollywood International Airport,43401,1378708,MSY,FLL
10183,3861,Louis Armstrong New Orleans International Airport,3566,William P Hobby Airport,18056,542454,MSY,HOU
10184,3861,Louis Armstrong New Orleans International Airport,3877,McCarran International Airport,88964,2749121,MSY,LAS
10185,3861,Louis Armstrong New Orleans International Airport,3484,Los Angeles International Airport,98135,3053227,MSY,LAX
10186,3861,Louis Armstrong New Orleans International Airport,3458,Kansas City International Airport,46149,1372332,MSY,MCI
10187,3861,Louis Armstrong New Orleans International Airport,3878,Orlando International Airport,33420,1057886,MSY,MCO
10188,3861,Louis Armstrong New Orleans International Airport,3747,Chicago Midway International Airport,47809,1455772,MSY,MDW
10189,3861,Louis Armstrong New Orleans International Airport,3717,General Mitchell International Airport,51784,1600763,MSY,MKE
10190,3861,Louis Armstrong New Orleans International Airport,3462,Phoenix Sky Harbor International Airport,77291,2424680,MSY,PHX
10191,3861,Louis Armstrong New Orleans International Airport,3731,San Diego International Airport,92578,2905846,MSY,SAN
10192,3861,Louis Armstrong New Orleans International Airport,3678,St Louis Lambert International Airport,34872,1086682,MSY,STL
10193,3861,Louis Armstrong New Orleans International Airport,3646,Tampa International Airport,34096,1081893,MSY,TPA
10194,3453,Metropolitan Oakland International Airport,4019,Albuquerque International Sunport,56758,1725690,OAK,ABQ
10195,3453,Metropolitan Oakland International Airport,3673,Austin Bergstrom International Airport,92008,2809189,OAK,AUS
10196,3453,Metropolitan Oakland International Airport,3495,Boise Air Terminal/Gowen Field,35707,1034622,OAK,BOI
10197,3453,Metropolitan Oakland International Airport,3644,Bob Hope Airport,19042,567547,OAK,BUR
10198,3453,Metropolitan Oakland International Airport,3751,Denver International Airport,65895,2025427,OAK,DEN
10199,3453,Metropolitan Oakland International Airport,3467,Spokane International Airport,50266,1414128,OAK,GEG
10200,3453,Metropolitan Oakland International Airport,3566,William P Hobby Airport,100098,3092004,OAK,HOU
10201,3453,Metropolitan Oakland International Airport,3877,McCarran International Airport,29224,876969,OAK,LAS
10202,3453,Metropolitan Oakland International Airport,3484,Los Angeles International Airport,20307,594395,OAK,LAX
10203,3453,Metropolitan Oakland International Airport,3458,Kansas City International Airport,92904,2890517,OAK,MCI
10204,3453,Metropolitan Oakland International Airport,3747,Chicago Midway International Airport,110784,3439538,OAK,MDW
10205,3453,Metropolitan Oakland International Airport,3734,Ontario International Airport,21790,646601,OAK,ONT
10206,3453,Metropolitan Oakland International Airport,3720,Portland International Airport,35976,1043870,OAK,PDX
10207,3453,Metropolitan Oakland International Airport,3462,Phoenix Sky Harbor International Airport,39508,1190288,OAK,PHX
10208,3453,Metropolitan Oakland International Airport,3731,San Diego International Airport,26636,779686,OAK,SAN
10209,3453,Metropolitan Oakland International Airport,3577,Seattle Tacoma International Airport,44302,1286375,OAK,SEA
10210,3453,Metropolitan Oakland International Airport,3536,Salt Lake City International Airport,38263,1182581,OAK,SLC
10211,3453,Metropolitan Oakland International Airport,3867,John Wayne Airport-Orange County Airport,22069,655829,OAK,SNA
10212,3863,Will Rogers World Airport,3682,Hartsfield Jackson Atlanta International Airport,44673,1380910,OKC,ATL
10213,3863,Will Rogers World Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,70656,2134053,OKC,BWI
10214,3863,Will Rogers World Airport,3502,Dallas Love Field,10987,325827,OKC,DAL
10215,3863,Will Rogers World Airport,3751,Denver International Airport,34096,1087753,OKC,DEN
10216,3863,Will Rogers World Airport,3566,William P Hobby Airport,24129,732659,OKC,HOU
10217,3863,Will Rogers World Airport,3877,McCarran International Airport,57200,1791240,OKC,LAS
10218,3863,Will Rogers World Airport,3747,Chicago Midway International Airport,41485,1279617,OKC,MDW
10219,3863,Will Rogers World Airport,3462,Phoenix Sky Harbor International Airport,50704,1542536,OKC,PHX
10220,3863,Will Rogers World Airport,3678,St Louis Lambert International Airport,26544,820725,OKC,STL
10221,3454,Eppley Airfield,3751,Denver International Airport,27423,859445,OMA,DEN
10222,3454,Eppley Airfield,3877,McCarran International Airport,66940,2089123,OMA,LAS
10223,3454,Eppley Airfield,3747,Chicago Midway International Airport,25295,760489,OMA,MDW
10224,3454,Eppley Airfield,3462,Phoenix Sky Harbor International Airport,70771,2097418,OMA,PHX
10225,3454,Eppley Airfield,3678,St Louis Lambert International Airport,22510,678984,OMA,STL
10226,3734,Ontario International Airport,3751,Denver International Airport,52161,1605466,ONT,DEN
10227,3734,Ontario International Airport,3877,McCarran International Airport,12164,364158,ONT,LAS
10228,3734,Ontario International Airport,3747,Chicago Midway International Airport,102214,3186035,ONT,MDW
10229,3734,Ontario International Airport,3453,Metropolitan Oakland International Airport,21879,645670,ONT,OAK
10230,3734,Ontario International Airport,3462,Phoenix Sky Harbor International Airport,17962,542508,ONT,PHX
10231,3734,Ontario International Airport,3748,Norman Y. Mineta San Jose International Airport,20926,610379,ONT,SJC
10232,3734,Ontario International Airport,3817,Sacramento International Airport,23336,692389,ONT,SMF
10233,3611,Norfolk International Airport,3682,Hartsfield Jackson Atlanta International Airport,32464,938901,ORF,ATL
10234,3611,Norfolk International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,12683,365127,ORF,BWI
10235,3611,Norfolk International Airport,3878,Orlando International Airport,40813,1255855,ORF,MCO
10236,3611,Norfolk International Airport,3747,Chicago Midway International Airport,48271,1430624,ORF,MDW
10237,3722,Palm Beach International Airport,3682,Hartsfield Jackson Atlanta International Airport,29958,953842,PBI,ATL
10238,3722,Palm Beach International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,52458,1648099,PBI,BWI
10239,3722,Palm Beach International Airport,3857,Long Island Mac Arthur Airport,66948,2048191,PBI,ISP
10240,3720,Portland International Airport,4019,Albuquerque International Sunport,74635,2190730,PDX,ABQ
10241,3720,Portland International Airport,3751,Denver International Airport,65329,1996650,PDX,DEN
10242,3720,Portland International Airport,3877,McCarran International Airport,55706,1571959,PDX,LAS
10243,3720,Portland International Airport,3458,Kansas City International Airport,92338,2861740,PDX,MCI
10244,3720,Portland International Airport,3747,Chicago Midway International Airport,110218,3410761,PDX,MDW
10245,3720,Portland International Airport,3453,Metropolitan Oakland International Airport,36196,1043153,PDX,OAK
10246,3720,Portland International Airport,3462,Phoenix Sky Harbor International Airport,71684,2044743,PDX,PHX
10247,3720,Portland International Airport,3807,Reno Tahoe International Airport,32715,874596,PDX,RNO
10248,3720,Portland International Airport,3748,Norman Y. Mineta San Jose International Airport,37739,1084899,PDX,SJC
10249,3720,Portland International Airport,3536,Salt Lake City International Airport,40254,1229241,PDX,SLC
10250,3720,Portland International Airport,3817,Sacramento International Airport,32517,936174,PDX,SMF
10251,3752,Philadelphia International Airport,3682,Hartsfield Jackson Atlanta International Airport,42256,1250896,PHL,ATL
10252,3752,Philadelphia International Airport,3690,Nashville International Airport,41917,1266111,PHL,BNA
10253,3752,Philadelphia International Airport,3751,Denver International Airport,90624,2776952,PHL,DEN
10254,3752,Philadelphia International Airport,3533,Fort Lauderdale Hollywood International Airport,60539,1877908,PHL,FLL
10255,3752,Philadelphia International Airport,3877,McCarran International Airport,130448,4012192,PHL,LAS
10256,3752,Philadelphia International Airport,3878,Orlando International Airport,52078,1599528,PHL,MCO
10257,3752,Philadelphia International Airport,3747,Chicago Midway International Airport,41809,1244024,PHL,MDW
10258,3752,Philadelphia International Airport,3462,Phoenix Sky Harbor International Airport,124496,3782842,PHL,PHX
10259,3752,Philadelphia International Airport,3793,Southwest Florida International Airport,61463,1873369,PHL,RSW
10260,3752,Philadelphia International Airport,3678,St Louis Lambert International Airport,48744,1452848,PHL,STL
10261,3752,Philadelphia International Airport,3646,Tampa International Airport,55239,1670045,PHL,TPA
10262,3462,Phoenix Sky Harbor International Airport,4019,Albuquerque International Sunport,22895,672646,PHX,ABQ
10263,3462,Phoenix Sky Harbor International Airport,3682,Hartsfield Jackson Atlanta International Airport,94436,2907568,PHX,ATL
10264,3462,Phoenix Sky Harbor International Airport,3673,Austin Bergstrom International Airport,52868,1623006,PHX,AUS
10265,3462,Phoenix Sky Harbor International Airport,3690,Nashville International Airport,85299,2634446,PHX,BNA
10266,3462,Phoenix Sky Harbor International Airport,3495,Boise Air Terminal/Gowen Field,50415,1492137,PHX,BOI
10267,3462,Phoenix Sky Harbor International Airport,3820,Buffalo Niagara International Airport,115160,3536867,PHX,BUF
10268,3462,Phoenix Sky Harbor International Airport,3644,Bob Hope Airport,20931,624155,PHX,BUR
10269,3462,Phoenix Sky Harbor International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,120164,3654919,PHX,BWI
10270,3462,Phoenix Sky Harbor International Airport,3759,John Glenn Columbus International Airport,98099,3014424,PHX,CMH
10271,3462,Phoenix Sky Harbor International Airport,3751,Denver International Airport,45286,1400917,PHX,DEN
10272,3462,Phoenix Sky Harbor International Airport,3645,Detroit Metropolitan Wayne County Airport,102939,3161321,PHX,DTW
10273,3462,Phoenix Sky Harbor International Airport,3559,El Paso International Airport,22702,700570,PHX,ELP
10274,3462,Phoenix Sky Harbor International Airport,3494,Newark Liberty International Airport,126790,3849443,PHX,EWR
10275,3462,Phoenix Sky Harbor International Airport,3533,Fort Lauderdale Hollywood International Airport,119739,3770302,PHX,FLL
10276,3462,Phoenix Sky Harbor International Airport,3467,Spokane International Airport,73421,2167711,PHX,GEG
10277,3462,Phoenix Sky Harbor International Airport,3566,William P Hobby Airport,60958,1905822,PHX,HOU
10278,3462,Phoenix Sky Harbor International Airport,3585,Indianapolis International Airport,87892,2707230,PHX,IND
10279,3462,Phoenix Sky Harbor International Airport,3877,McCarran International Airport,16775,486756,PHX,LAS
10280,3462,Phoenix Sky Harbor International Airport,3484,Los Angeles International Airport,21342,633013,PHX,LAX
10281,3462,Phoenix Sky Harbor International Airport,3660,Bill & Hillary Clinton National Airport/Adams Field,67399,2083893,PHX,LIT
10282,3462,Phoenix Sky Harbor International Airport,3458,Kansas City International Airport,66447,1950673,PHX,MCI
10283,3462,Phoenix Sky Harbor International Airport,3878,Orlando International Airport,109758,3449479,PHX,MCO
10284,3462,Phoenix Sky Harbor International Airport,3747,Chicago Midway International Airport,90993,2800484,PHX,MDW
10285,3462,Phoenix Sky Harbor International Airport,3717,General Mitchell International Airport,94821,2922655,PHX,MKE
10286,3462,Phoenix Sky Harbor International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,88263,2631059,PHX,MSP
